"Plot Title: MD_e1_7Jun2021"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10349969, SEN S/N: 10349969)","Intensity, Lux (LGR S/N: 10349969, SEN S/N: 10349969)","Coupler Attached (LGR S/N: 10349969)","Host Connected (LGR S/N: 10349969)","Stopped (LGR S/N: 10349969)","End Of File (LGR S/N: 10349969)"
181,06/14/21 22:00:00,7.882,1065.6,,,,
182,06/14/21 23:00:00,7.882,495.1,,,,
183,06/15/21 00:00:00,7.782,183.0,,,,
184,06/15/21 01:00:00,7.682,107.6,,,,
185,06/15/21 02:00:00,7.582,118.4,,,,
186,06/15/21 03:00:00,7.582,226.0,,,,
187,06/15/21 04:00:00,7.481,1356.3,,,,
188,06/15/21 05:00:00,7.582,4650.0,,,,
189,06/15/21 06:00:00,7.582,5166.7,,,,
190,06/15/21 07:00:00,7.782,8266.7,,,,
191,06/15/21 08:00:00,7.782,7233.4,,,,
192,06/15/21 09:00:00,8.082,17911.2,,,,
193,06/15/21 10:00:00,8.082,24800.2,,,,
194,06/15/21 11:00:00,8.382,26178.0,,,,
195,06/15/21 12:00:00,8.680,42711.4,,,,
196,06/15/21 13:00:00,8.382,12400.1,,,,
197,06/15/21 14:00:00,8.382,12400.1,,,,
198,06/15/21 15:00:00,8.680,24800.2,,,,
199,06/15/21 16:00:00,8.481,12400.1,,,,
200,06/15/21 17:00:00,8.382,6544.5,,,,
201,06/15/21 18:00:00,8.382,3616.7,,,,
202,06/15/21 19:00:00,8.282,3444.5,,,,
203,06/15/21 20:00:00,8.382,3788.9,,,,
204,06/15/21 21:00:00,8.182,958.0,,,,
205,06/15/21 22:00:00,7.983,775.0,,,,
206,06/15/21 23:00:00,7.782,419.8,,,,
207,06/16/21 00:00:00,7.682,107.6,,,,
208,06/16/21 01:00:00,7.481,64.6,,,,
209,06/16/21 02:00:00,6.978,53.8,,,,
210,06/16/21 03:00:00,6.674,139.9,,,,
211,06/16/21 04:00:00,6.573,581.3,,,,
212,06/16/21 05:00:00,6.471,979.5,,,,
213,06/16/21 06:00:00,6.370,1377.8,,,,
214,06/16/21 07:00:00,6.573,2066.7,,,,
215,06/16/21 08:00:00,6.573,3616.7,,,,
216,06/16/21 09:00:00,6.674,3961.1,,,,
217,06/16/21 10:00:00,6.775,5166.7,,,,
218,06/16/21 11:00:00,6.370,3788.9,,,,
219,06/16/21 12:00:00,6.370,3961.1,,,,
220,06/16/21 13:00:00,6.471,8266.7,,,,
221,06/16/21 14:00:00,6.471,6200.0,,,,
222,06/16/21 15:00:00,6.674,7233.4,,,,
223,06/16/21 16:00:00,6.674,7233.4,,,,
224,06/16/21 17:00:00,6.674,6200.0,,,,
225,06/16/21 18:00:00,6.573,4305.6,,,,
226,06/16/21 19:00:00,6.573,3788.9,,,,
227,06/16/21 20:00:00,6.471,2927.8,,,,
228,06/16/21 21:00:00,6.370,1808.3,,,,
229,06/16/21 22:00:00,6.268,1248.6,,,,
230,06/16/21 23:00:00,6.268,409.0,,,,
231,06/17/21 00:00:00,6.166,96.9,,,,
232,06/17/21 01:00:00,6.166,43.1,,,,
233,06/17/21 02:00:00,6.166,86.1,,,,
234,06/17/21 03:00:00,6.166,247.6,,,,
235,06/17/21 04:00:00,6.064,570.5,,,,
236,06/17/21 05:00:00,6.064,1377.8,,,,
237,06/17/21 06:00:00,6.064,2152.8,,,,
238,06/17/21 07:00:00,6.064,3788.9,,,,
239,06/17/21 08:00:00,6.166,6200.0,,,,
240,06/17/21 09:00:00,6.268,9644.5,,,,
241,06/17/21 10:00:00,6.370,13089.0,,,,
242,06/17/21 11:00:00,6.573,19289.0,,,,
243,06/17/21 12:00:00,6.674,14466.8,,,,
244,06/17/21 13:00:00,6.573,5166.7,,,,
245,06/17/21 14:00:00,7.179,10333.4,,,,
246,06/17/21 15:00:00,7.381,9300.1,,,,
247,06/17/21 16:00:00,7.582,9300.1,,,,
248,06/17/21 17:00:00,7.682,13777.9,,,,
249,06/17/21 18:00:00,7.682,11022.3,,,,
250,06/17/21 19:00:00,7.782,13777.9,,,,
251,06/17/21 20:00:00,7.682,5338.9,,,,
252,06/17/21 21:00:00,7.582,2669.5,,,,
253,06/17/21 22:00:00,7.481,1463.9,,,,
254,06/17/21 23:00:00,7.381,796.5,,,,
255,06/18/21 00:00:00,7.381,236.8,,,,
256,06/18/21 01:00:00,7.381,86.1,,,,
257,06/18/21 02:00:00,7.381,129.2,,,,
258,06/18/21 03:00:00,7.280,344.4,,,,
259,06/18/21 04:00:00,7.280,1194.8,,,,
260,06/18/21 05:00:00,7.280,2669.5,,,,
261,06/18/21 06:00:00,7.280,3100.0,,,,
262,06/18/21 07:00:00,7.381,5166.7,,,,
263,06/18/21 08:00:00,7.381,5166.7,,,,
264,06/18/21 09:00:00,7.481,6200.0,,,,
265,06/18/21 10:00:00,7.481,7233.4,,,,
266,06/18/21 11:00:00,7.682,11711.2,,,,
267,06/18/21 12:00:00,7.582,7577.8,,,,
268,06/18/21 13:00:00,7.782,10333.4,,,,
269,06/18/21 14:00:00,7.882,14466.8,,,,
270,06/18/21 15:00:00,7.983,10677.8,,,,
271,06/18/21 16:00:00,8.382,19977.9,,,,
272,06/18/21 17:00:00,7.983,10333.4,,,,
273,06/18/21 18:00:00,7.983,7577.8,,,,
274,06/18/21 19:00:00,7.782,3961.1,,,,
275,06/18/21 20:00:00,7.782,2152.8,,,,
276,06/18/21 21:00:00,7.582,2325.0,,,,
277,06/18/21 22:00:00,7.582,1550.0,,,,
278,06/18/21 23:00:00,7.582,279.9,,,,
279,06/19/21 00:00:00,7.582,64.6,,,,
280,06/19/21 01:00:00,7.481,43.1,,,,
281,06/19/21 02:00:00,7.481,64.6,,,,
282,06/19/21 03:00:00,7.381,279.9,,,,
283,06/19/21 04:00:00,7.381,387.5,,,,
284,06/19/21 05:00:00,7.280,1894.5,,,,
285,06/19/21 06:00:00,7.280,3788.9,,,,
286,06/19/21 07:00:00,7.381,6544.5,,,,
287,06/19/21 08:00:00,7.481,9300.1,,,,
288,06/19/21 09:00:00,7.582,12400.1,,,,
289,06/19/21 10:00:00,7.582,13089.0,,,,
290,06/19/21 11:00:00,7.782,23422.4,,,,
291,06/19/21 12:00:00,8.182,37200.2,,,,
292,06/19/21 13:00:00,8.282,41333.6,,,,
293,06/19/21 14:00:00,8.581,49600.3,,,,
294,06/19/21 15:00:00,8.382,12400.1,,,,
295,06/19/21 16:00:00,8.282,11022.3,,,,
296,06/19/21 17:00:00,8.282,8611.2,,,,
297,06/19/21 18:00:00,8.481,10677.8,,,,
298,06/19/21 19:00:00,8.382,3616.7,,,,
299,06/19/21 20:00:00,8.481,5166.7,,,,
300,06/19/21 21:00:00,8.382,1894.5,,,,
301,06/19/21 22:00:00,8.282,1550.0,,,,
302,06/19/21 23:00:00,8.382,850.4,,,,
303,06/20/21 00:00:00,8.382,118.4,,,,
304,06/20/21 01:00:00,8.382,96.9,,,,
305,06/20/21 02:00:00,8.382,172.2,,,,
306,06/20/21 03:00:00,8.481,387.5,,,,
