Plot Title: Myvatn_sonde_24May17,,,,,,,,
#,"Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517217, SEN S/N: 10517217, LBL: Temp)","Intensity, Lux (LGR S/N: 10517217, SEN S/N: 10517217, LBL: Light Intensity)",Coupler Attached (LGR S/N: 10517217),Coupler Detached (LGR S/N: 10517217),Host Connected (LGR S/N: 10517217),Stopped (LGR S/N: 10517217),End Of File (LGR S/N: 10517217)
416,6/2/17 0:30,7.079,75.3,,,,,
417,6/2/17 1:00,6.978,21.5,,,,,
418,6/2/17 1:30,6.775,64.6,,,,,
419,6/2/17 2:00,6.978,86.1,,,,,
420,6/2/17 2:30,6.573,118.4,,,,,
421,6/2/17 3:00,6.775,602.8,,,,,
422,6/2/17 3:30,6.877,1463.9,,,,,
423,6/2/17 4:00,7.179,5166.7,,,,,
424,6/2/17 4:30,7.582,7577.8,,,,,
425,6/2/17 5:00,6.877,2669.5,,,,,
426,6/2/17 5:30,6.471,1550,,,,,
427,6/2/17 6:00,6.573,1980.6,,,,,
428,6/2/17 6:30,6.775,3444.5,,,,,
429,6/2/17 7:00,7.179,3961.1,,,,,
430,6/2/17 7:30,7.079,3100,,,,,
431,6/2/17 8:00,7.28,4650,,,,,
432,6/2/17 8:30,7.28,3444.5,,,,,
433,6/2/17 9:00,7.381,6200,,,,,
434,6/2/17 9:30,7.582,13777.9,,,,,
435,6/2/17 10:00,9.768,44089.2,,,,,
436,6/2/17 10:30,9.373,28933.5,,,,,
437,6/2/17 11:00,8.779,10677.8,,,,,
438,6/2/17 11:30,8.978,30311.3,,,,,
439,6/2/17 12:00,8.082,7577.8,,,,,
440,6/2/17 12:30,7.983,6200,,,,,
441,6/2/17 13:00,7.983,6200,,,,,
442,6/2/17 13:30,7.682,4994.5,,,,,
443,6/2/17 14:00,7.983,14466.8,,,,,
444,6/2/17 14:30,7.782,7233.4,,,,,
445,6/2/17 15:00,7.782,9644.5,,,,,
446,6/2/17 15:30,7.782,10333.4,,,,,
447,6/2/17 16:00,8.082,8611.2,,,,,
448,6/2/17 16:30,7.882,7233.4,,,,,
449,6/2/17 17:00,7.882,7577.8,,,,,
450,6/2/17 17:30,8.182,8266.7,,,,,
451,6/2/17 18:00,9.176,9644.5,,,,,
452,6/2/17 18:30,8.581,7577.8,,,,,
453,6/2/17 19:00,7.782,3961.1,,,,,
454,6/2/17 19:30,7.582,4650,,,,,
455,6/2/17 20:00,7.28,3616.7,,,,,
456,6/2/17 20:30,7.179,2066.7,,,,,
457,6/2/17 21:00,7.079,1227.1,,,,,
458,6/2/17 21:30,6.877,764.2,,,,,
459,6/2/17 22:00,6.978,947.2,,,,,
460,6/2/17 22:30,6.877,462.9,,,,,
461,6/2/17 23:00,6.877,645.8,,,,,
462,6/2/17 23:30,6.978,215.3,,,,,
463,6/3/17 0:00,6.674,107.6,,,,,
464,6/3/17 0:30,6.775,53.8,,,,,
465,6/3/17 1:00,6.775,75.3,,,,,
466,6/3/17 1:30,6.775,75.3,,,,,
467,6/3/17 2:00,6.775,75.3,,,,,
468,6/3/17 2:30,6.775,183,,,,,
469,6/3/17 3:00,6.877,570.5,,,,,
470,6/3/17 3:30,6.471,1377.8,,,,,
471,6/3/17 4:00,6.573,2066.7,,,,,
472,6/3/17 4:30,6.674,2583.4,,,,,
473,6/3/17 5:00,6.674,5166.7,,,,,
474,6/3/17 5:30,6.877,4477.8,,,,,
475,6/3/17 6:00,6.877,2669.5,,,,,
476,6/3/17 6:30,7.582,6544.5,,,,,
477,6/3/17 7:00,10.455,17222.3,,,,,
478,6/3/17 7:30,12.207,17222.3,,,,,
479,6/3/17 8:00,15.473,19289,,,,,
480,6/3/17 8:30,15.951,15844.5,,,,,
481,6/3/17 9:00,16.427,23422.4,,,,,
482,6/3/17 9:30,17.665,30311.3,,,,,
483,6/3/17 10:00,16.618,26178,,,,,
484,6/3/17 10:30,33.639,121245.2,,,,,
485,6/3/17 11:00,15.76,13089,,,,,
486,6/3/17 11:30,26,170845.6,,,,,
487,6/3/17 12:00,19.472,41333.6,,,,,
488,6/3/17 12:30,17.665,137778.7,,,,,
489,6/3/17 13:00,17.76,187379,,,,,
490,6/3/17 13:30,13.365,42711.4,,,,,
491,6/3/17 14:00,14.517,79911.6,,,,,
492,6/3/17 14:30,16.332,23422.4,,,,,
493,6/3/17 15:00,17.189,37200.2,,,,,
494,6/3/17 15:30,19.187,28933.5,,,,,
495,6/3/17 16:00,14.709,49600.3,,,,,
496,6/3/17 16:30,18.806,170845.6,,,,,
497,6/3/17 17:00,17.95,55111.5,,,,,
498,6/3/17 17:30,13.942,23422.4,,,,,
499,6/3/17 18:00,18.236,49600.3,,,,,
500,6/3/17 18:30,18.806,82667.2,,,,,
501,6/3/17 19:00,18.901,34444.7,,,,,
502,6/3/17 19:30,16.427,17911.2,,,,,
503,6/3/17 20:00,15.378,11022.3,,,,,
504,6/3/17 20:30,13.942,12400.1,,,,,
505,6/3/17 21:00,12.013,9300.1,,,,,
506,6/3/17 21:30,10.944,9644.5,,,,,
507,6/3/17 22:00,9.669,5166.7,,,,,
508,6/3/17 22:30,9.275,2583.4,,,,,
509,6/3/17 23:00,8.978,2411.1,,,,,
510,6/3/17 23:30,8.879,1550,,,,,
511,6/4/17 0:00,8.382,839.6,,,,,
512,6/4/17 0:30,8.382,613.5,,,,,
513,6/4/17 1:00,8.282,559.7,,,,,
514,6/4/17 1:30,7.983,527.4,,,,,
515,6/4/17 2:00,7.983,645.8,,,,,
516,6/4/17 2:30,8.082,828.8,,,,,
517,6/4/17 3:00,8.082,861.1,,,,,
518,6/4/17 3:30,8.182,1377.8,,,,,
519,6/4/17 4:00,8.282,2755.6,,,,,
520,6/4/17 4:30,8.382,5338.9,,,,,
521,6/4/17 5:00,8.68,5511.1,,,,,
