"Plot Title: MD_e6_5Jun2021"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517215, SEN S/N: 10517215, LBL: Temp)","Intensity, Lux (LGR S/N: 10517215, SEN S/N: 10517215, LBL: Light)","Coupler Attached (LGR S/N: 10517215)","Host Connected (LGR S/N: 10517215)","Coupler Detached (LGR S/N: 10517215)","Stopped (LGR S/N: 10517215)","End Of File (LGR S/N: 10517215)"
287,06/17/21 11:30:00,6.775,6544.5,,,,,
288,06/17/21 12:30:00,6.877,6200.0,,,,,
289,06/17/21 13:30:00,7.280,22044.6,,,,,
290,06/17/21 14:30:00,7.280,12400.1,,,,,
291,06/17/21 15:30:00,7.280,10333.4,,,,,
292,06/17/21 16:30:00,7.280,10333.4,,,,,
293,06/17/21 17:30:00,7.280,9300.1,,,,,
294,06/17/21 18:30:00,7.280,7233.4,,,,,
295,06/17/21 19:30:00,7.381,6544.5,,,,,
296,06/17/21 20:30:00,7.481,2755.6,,,,,
297,06/17/21 21:30:00,7.481,1550.0,,,,,
298,06/17/21 22:30:00,7.280,871.9,,,,,
299,06/17/21 23:30:00,7.179,322.9,,,,,
300,06/18/21 00:30:00,6.877,139.9,,,,,
301,06/18/21 01:30:00,6.471,53.8,,,,,
302,06/18/21 02:30:00,6.471,139.9,,,,,
303,06/18/21 03:30:00,6.370,505.9,,,,,
304,06/18/21 04:30:00,6.370,1259.4,,,,,
305,06/18/21 05:30:00,6.471,1463.9,,,,,
306,06/18/21 06:30:00,6.674,3272.2,,,,,
307,06/18/21 07:30:00,6.573,3961.1,,,,,
308,06/18/21 08:30:00,6.674,5166.7,,,,,
309,06/18/21 09:30:00,6.775,5338.9,,,,,
310,06/18/21 10:30:00,6.877,6544.5,,,,,
311,06/18/21 11:30:00,7.079,8266.7,,,,,
312,06/18/21 12:30:00,7.079,8266.7,,,,,
313,06/18/21 13:30:00,6.978,7233.4,,,,,
314,06/18/21 14:30:00,7.481,11022.3,,,,,
315,06/18/21 15:30:00,7.582,9644.5,,,,,
316,06/18/21 16:30:00,7.582,10677.8,,,,,
317,06/18/21 17:30:00,7.381,5166.7,,,,,
318,06/18/21 18:30:00,7.280,4650.0,,,,,
319,06/18/21 19:30:00,7.179,1377.8,,,,,
320,06/18/21 20:30:00,7.079,1001.0,,,,,
321,06/18/21 21:30:00,7.381,1377.8,,,,,
322,06/18/21 22:30:00,6.877,376.7,,,,,
323,06/18/21 23:30:00,6.877,107.6,,,,,
324,06/19/21 00:30:00,6.674,43.1,,,,,
325,06/19/21 01:30:00,6.775,43.1,,,,,
326,06/19/21 02:30:00,6.877,107.6,,,,,
327,06/19/21 03:30:00,6.877,355.2,,,,,
328,06/19/21 04:30:00,6.775,914.9,,,,,
329,06/19/21 05:30:00,6.775,2411.1,,,,,
330,06/19/21 06:30:00,6.978,3444.5,,,,,
331,06/19/21 07:30:00,7.079,4994.5,,,,,
332,06/19/21 08:30:00,7.179,7233.4,,,,,
333,06/19/21 09:30:00,7.381,9644.5,,,,,
334,06/19/21 10:30:00,7.682,13777.9,,,,,
335,06/19/21 11:30:00,7.882,13089.0,,,,,
336,06/19/21 12:30:00,8.282,6200.0,,,,,
337,06/19/21 13:30:00,8.481,7577.8,,,,,
338,06/19/21 14:30:00,8.779,19977.9,,,,,
339,06/19/21 15:30:00,7.983,4650.0,,,,,
340,06/19/21 16:30:00,7.882,3100.0,,,,,
341,06/19/21 17:30:00,7.983,5511.1,,,,,
342,06/19/21 18:30:00,7.983,2152.8,,,,,
343,06/19/21 19:30:00,7.983,2583.4,,,,,
344,06/19/21 20:30:00,7.983,538.2,,,,,
345,06/19/21 21:30:00,8.082,1377.8,,,,,
346,06/19/21 22:30:00,8.082,549.0,,,,,
347,06/19/21 23:30:00,8.182,139.9,,,,,
348,06/20/21 00:30:00,8.082,32.3,,,,,
349,06/20/21 01:30:00,7.983,96.9,,,,,
350,06/20/21 02:30:00,7.983,150.7,,,,,
351,06/20/21 03:30:00,7.882,183.0,,,,,
352,06/20/21 04:30:00,7.882,516.7,,,,,
353,06/20/21 05:30:00,7.882,1980.6,,,,,
354,06/20/21 06:30:00,7.782,1980.6,,,,,
355,06/20/21 07:30:00,8.082,5166.7,,,,,
356,06/20/21 08:30:00,8.481,5166.7,,,,,
357,06/20/21 09:30:00,8.282,4822.3,,,,,
358,06/20/21 10:30:00,8.481,6200.0,,,,,
359,06/20/21 11:30:00,8.581,8266.7,,,,,
360,06/20/21 12:30:00,8.581,8266.7,,,,,
361,06/20/21 13:30:00,8.779,8266.7,,,,,
362,06/20/21 14:30:00,8.779,9300.1,,,,,
363,06/20/21 15:30:00,9.176,11711.2,,,,,
364,06/20/21 16:30:00,8.978,5511.1,,,,,
365,06/20/21 17:30:00,8.879,5166.7,,,,,
366,06/20/21 18:30:00,8.680,3444.5,,,,,
367,06/20/21 19:30:00,8.680,7233.4,,,,,
368,06/20/21 20:30:00,8.680,1636.1,,,,,
369,06/20/21 21:30:00,8.581,1001.0,,,,,
370,06/20/21 22:30:00,8.581,430.6,,,,,
371,06/20/21 23:30:00,8.481,236.8,,,,,
372,06/21/21 00:30:00,8.382,96.9,,,,,
373,06/21/21 01:30:00,8.382,86.1,,,,,
374,06/21/21 02:30:00,8.282,161.5,,,,,
375,06/21/21 03:30:00,8.282,376.7,,,,,
376,06/21/21 04:30:00,8.282,731.9,,,,,
377,06/21/21 05:30:00,8.282,1065.6,,,,,
378,06/21/21 06:30:00,8.282,2066.7,,,,,
379,06/21/21 07:30:00,8.382,3100.0,,,,,
380,06/21/21 08:30:00,8.481,7577.8,,,,,
381,06/21/21 09:30:00,8.382,6544.5,,,,,
382,06/21/21 10:30:00,8.382,3100.0,,,,,
383,06/21/21 11:30:00,8.481,6200.0,,,,,
384,06/21/21 12:30:00,8.481,8611.2,,,,,
385,06/21/21 13:30:00,8.680,11711.2,,,,,
386,06/21/21 14:30:00,8.779,7233.4,,,,,
387,06/21/21 15:30:00,8.680,4822.3,,,,,
388,06/21/21 16:30:00,8.779,6544.5,,,,,
389,06/21/21 17:30:00,8.581,2927.8,,,,,
390,06/21/21 18:30:00,8.481,1980.6,,,,,
391,06/21/21 19:30:00,8.581,2583.4,,,,,
392,06/21/21 20:30:00,8.680,925.7,,,,,
393,06/21/21 21:30:00,8.680,226.0,,,,,
394,06/21/21 22:30:00,8.581,43.1,,,,,
395,06/21/21 23:30:00,8.581,0.0,,,,,
396,06/22/21 00:30:00,8.581,10.8,,,,,
397,06/22/21 01:30:00,8.581,10.8,,,,,
398,06/22/21 02:30:00,8.382,53.8,,,,,
399,06/22/21 03:30:00,8.182,139.9,,,,,
400,06/22/21 04:30:00,8.182,258.3,,,,,
401,06/22/21 05:30:00,8.282,688.9,,,,,
402,06/22/21 06:30:00,8.282,1227.1,,,,,
403,06/22/21 07:30:00,8.581,3788.9,,,,,
404,06/22/21 08:30:00,8.481,5511.1,,,,,
405,06/22/21 09:30:00,8.481,3444.5,,,,,
406,06/22/21 10:30:00,8.282,2152.8,,,,,
407,06/22/21 11:30:00,8.481,6200.0,,,,,
408,06/22/21 12:30:00,8.879,7233.4,,,,,
409,06/22/21 13:30:00,9.176,11711.2,,,,,
410,06/22/21 14:30:00,9.571,26178.0,,,,,
411,06/22/21 15:30:00,9.373,4133.4,,,,,
412,06/22/21 16:30:00,9.571,20666.8,,,,,
413,06/22/21 17:30:00,9.669,13089.0,,,,,
414,06/22/21 18:30:00,9.472,2927.8,,,,,
415,06/22/21 19:30:00,9.176,4305.6,,,,,
