Plot Title: JP_Ice_1_21Aug17							
#	"Date Time, GMT+00:00"	"Temp, °C (LGR S/N: 10349962, SEN S/N: 10349962)"	"Intensity, Lux (LGR S/N: 10349962, SEN S/N: 10349962)"	Coupler Attached (LGR S/N: 10349962)	Host Connected (LGR S/N: 10349962)	Stopped (LGR S/N: 10349962)	End Of File (LGR S/N: 10349962)
448	9/28/2017 6:00	8.581	0				
449	9/28/2017 8:00	8.581	32.3				
450	9/28/2017 10:00	8.481	258.3				
451	9/28/2017 12:00	8.481	495.1				
452	9/28/2017 14:00	8.481	344.4				
453	9/28/2017 16:00	8.382	215.3				
454	9/28/2017 18:00	8.382	215.3				
455	9/28/2017 20:00	8.382	0				
456	9/28/2017 22:00	8.282	0				
457	9/29/2017 0:00	8.282	0				
458	9/29/2017 2:00	8.182	0				
459	9/29/2017 4:00	8.082	0				
460	9/29/2017 6:00	7.983	0				
461	9/29/2017 8:00	7.882	21.5				
462	9/29/2017 10:00	7.782	183				
463	9/29/2017 12:00	7.782	570.5				
464	9/29/2017 14:00	7.782	914.9				
465	9/29/2017 16:00	7.882	624.3				
466	9/29/2017 18:00	7.882	43.1				
467	9/29/2017 20:00	7.882	0				
468	9/29/2017 22:00	7.782	0				
469	9/30/2017 0:00	7.582	0				
470	9/30/2017 2:00	7.381	0				
471	9/30/2017 4:00	7.481	0				
472	9/30/2017 6:00	7.582	0				
473	9/30/2017 8:00	7.682	75.3				
474	9/30/2017 10:00	7.882	419.8				
475	9/30/2017 12:00	7.882	742.7				
476	9/30/2017 14:00	7.983	1377.8				
477	9/30/2017 16:00	7.983	688.9				
478	9/30/2017 18:00	7.983	53.8				
479	9/30/2017 20:00	7.983	0				
480	9/30/2017 22:00	7.983	0				
481	10/1/2017 0:00	7.782	0				
482	10/1/2017 2:00	7.782	0				
483	10/1/2017 4:00	7.682	0				
484	10/1/2017 6:00	7.682	0				
485	10/1/2017 8:00	7.682	107.6				
486	10/1/2017 10:00	6.877	2238.9				
487	10/1/2017 12:00	7.782	21355.7				
488	10/1/2017 14:00	7.983	11711.2				
489	10/1/2017 16:00	7.882	21.5				
490	10/1/2017 18:00	7.882	871.9				
491	10/1/2017 20:00	7.481	0				
492	10/1/2017 22:00	7.079	0				
493	10/2/2017 0:00	7.179	0				
494	10/2/2017 2:00	7.179	0				
495	10/2/2017 4:00	6.978	0				
496	10/2/2017 6:00	6.877	0				
497	10/2/2017 8:00	6.775	581.3				
498	10/2/2017 10:00	6.775	5166.7				
499	10/2/2017 12:00	7.079	4994.5				
500	10/2/2017 14:00	7.582	22044.6				
501	10/2/2017 16:00	7.079	11711.2				
502	10/2/2017 18:00	5.86	1722.2				
503	10/2/2017 20:00	5.347	0				
504	10/2/2017 22:00	4.311	0				
505	10/3/2017 0:00	4.311	0				
506	10/3/2017 2:00	3.893	0				
507	10/3/2017 4:00	3.683	0				
508	10/3/2017 6:00	3.578	0				
509	10/3/2017 8:00	3.788	1367				
510	10/3/2017 10:00	6.064	8266.7				
511	10/3/2017 12:00	6.064	18600.1				
512	10/3/2017 14:00	7.381	914.9				
513	10/3/2017 16:00	7.381	398.3				
514	10/3/2017 18:00	7.381	53.8				
515	10/3/2017 20:00	7.481	0				
516	10/3/2017 22:00	7.381	0				
517	10/4/2017 0:00	7.381	0				
518	10/4/2017 2:00	7.28	0				
519	10/4/2017 4:00	7.179	0				
520	10/4/2017 6:00	7.079	0				
521	10/4/2017 8:00	7.079	0				
522	10/4/2017 10:00	6.978	75.3				
523	10/4/2017 12:00	6.877	64.6				
524	10/4/2017 14:00	6.775	43.1				
525	10/4/2017 16:00	6.674	86.1				
526	10/4/2017 18:00	6.573	0				
527	10/4/2017 20:00	6.37	0				
528	10/4/2017 22:00	6.37	0				
529	10/5/2017 0:00	6.37	0				
530	10/5/2017 2:00	6.37	0				
531	10/5/2017 4:00	6.268	0				
532	10/5/2017 6:00	6.166	0				
533	10/5/2017 8:00	5.962	0				
534	10/5/2017 10:00	6.064	21.5				
535	10/5/2017 12:00	6.064	96.9				
536	10/5/2017 14:00	6.064	86.1				
537	10/5/2017 16:00	6.166	75.3				
538	10/5/2017 18:00	6.166	0				
539	10/5/2017 20:00	6.166	0				
540	10/5/2017 22:00	6.064	0				
541	10/6/2017 0:00	5.962	0				
542	10/6/2017 2:00	5.962	0				
543	10/6/2017 4:00	5.86	0				
544	10/6/2017 6:00	5.86	0				
545	10/6/2017 8:00	5.757	0				
546	10/6/2017 10:00	5.655	43.1				
547	10/6/2017 12:00	5.655	107.6				
548	10/6/2017 14:00	5.655	75.3				
549	10/6/2017 16:00	5.655	43.1				
550	10/6/2017 18:00	5.655	0				
551	10/6/2017 20:00	5.655	0				
552	10/6/2017 22:00	5.757	0				
553	10/7/2017 0:00	5.655	0				
554	10/7/2017 2:00	5.655	0				
555	10/7/2017 4:00	5.552	0				
556	10/7/2017 6:00	5.552	0				
557	10/7/2017 8:00	5.552	0				
558	10/7/2017 10:00	5.552	32.3				
559	10/7/2017 12:00	5.655	64.6				
560	10/7/2017 14:00	5.655	86.1				
561	10/7/2017 16:00	5.655	43.1				
562	10/7/2017 18:00	5.757	0				
563	10/7/2017 20:00	5.655	0				
564	10/7/2017 22:00	5.655	0				
565	10/8/2017 0:00	5.552	0				
566	10/8/2017 2:00	5.45	0				
567	10/8/2017 4:00	5.45	0				
