Plot Title: miniDOT-Pelagic-Reykjahlid							
#	"Date Time, GMT+00:00"	"Temp, °C (LGR S/N: 10517217, SEN S/N: 10517217, LBL: Temp)"	"Intensity, Lux (LGR S/N: 10517217, SEN S/N: 10517217, LBL: Light Intensity)"	Coupler Attached (LGR S/N: 10517217)	Host Connected (LGR S/N: 10517217)	Stopped (LGR S/N: 10517217)	End Of File (LGR S/N: 10517217)
273	6/18/2018 23:00	11.236	86.1				
274	6/18/2018 23:30	11.041	32.3				
275	6/19/2018 0:00	10.944	10.8				
276	6/19/2018 0:30	10.846	10.8				
277	6/19/2018 1:00	10.846	21.5				
278	6/19/2018 1:30	10.748	10.8				
279	6/19/2018 2:00	10.748	10.8				
280	6/19/2018 2:30	10.553	21.5				
281	6/19/2018 3:00	10.553	53.8				
282	6/19/2018 3:30	10.553	75.3				
283	6/19/2018 4:00	10.455	172.2				
284	6/19/2018 4:30	10.455	312.2				
285	6/19/2018 5:00	10.455	419.8				
286	6/19/2018 5:30	10.357	376.7				
287	6/19/2018 6:00	10.553	613.5				
288	6/19/2018 6:30	10.553	796.5				
289	6/19/2018 7:00	10.455	645.8				
290	6/19/2018 7:30	10.455	1377.8				
291	6/19/2018 8:00	10.357	1141				
292	6/19/2018 8:30	10.357	2152.8				
293	6/19/2018 9:00	10.455	2927.8				
294	6/19/2018 9:30	10.846	7233.4				
295	6/19/2018 10:00	10.846	6544.5				
296	6/19/2018 10:30	11.139	11711.2				
297	6/19/2018 11:00	11.041	9644.5				
298	6/19/2018 11:30	10.944	7577.8				
299	6/19/2018 12:00	11.236	10677.8				
300	6/19/2018 12:30	11.431	9644.5				
301	6/19/2018 13:00	11.236	5166.7				
302	6/19/2018 13:30	11.431	4133.4				
303	6/19/2018 14:00	11.819	19977.9				
304	6/19/2018 14:30	11.819	13089				
305	6/19/2018 15:00	11.528	9644.5				
306	6/19/2018 15:30	11.916	9300.1				
307	6/19/2018 16:00	11.431	5511.1				
308	6/19/2018 16:30	11.236	4133.4				
309	6/19/2018 17:00	11.139	3961.1				
310	6/19/2018 17:30	11.236	4822.3				
311	6/19/2018 18:00	11.334	4650				
312	6/19/2018 18:30	11.236	4305.6				
313	6/19/2018 19:00	11.528	5511.1				
314	6/19/2018 19:30	11.236	3272.2				
315	6/19/2018 20:00	11.236	4305.6				
316	6/19/2018 20:30	11.139	2927.8				
317	6/19/2018 21:00	11.041	1808.3				
318	6/19/2018 21:30	10.944	1087.2				
319	6/19/2018 22:00	10.944	796.5				
320	6/19/2018 22:30	10.944	613.5				
321	6/19/2018 23:00	10.846	344.4				
322	6/19/2018 23:30	10.846	183				
323	6/20/2018 0:00	10.846	129.2				
324	6/20/2018 0:30	10.846	86.1				
325	6/20/2018 1:00	10.846	75.3				
326	6/20/2018 1:30	10.748	86.1				
327	6/20/2018 2:00	10.748	107.6				
328	6/20/2018 2:30	10.748	118.4				
329	6/20/2018 3:00	10.748	236.8				
330	6/20/2018 3:30	10.651	290.6				
331	6/20/2018 4:00	10.651	430.6				
332	6/20/2018 4:30	10.651	710.4				
333	6/20/2018 5:00	10.651	1141				
334	6/20/2018 5:30	10.748	1636.1				
335	6/20/2018 6:00	10.748	1980.6				
336	6/20/2018 6:30	10.748	1636.1				
337	6/20/2018 7:00	10.846	2411.1				
338	6/20/2018 7:30	10.944	4133.4				
339	6/20/2018 8:00	11.139	4822.3				
340	6/20/2018 8:30	11.236	4994.5				
341	6/20/2018 9:00	11.334	6200				
342	6/20/2018 9:30	11.431	8266.7				
343	6/20/2018 10:00	11.528	9644.5				
344	6/20/2018 10:30	11.722	7577.8				
345	6/20/2018 11:00	11.722	5511.1				
346	6/20/2018 11:30	11.916	14466.8				
347	6/20/2018 12:00	12.013	5511.1				
348	6/20/2018 12:30	12.11	6544.5				
349	6/20/2018 13:00	12.207	18600.1				
350	6/20/2018 13:30	12.304	12400.1				
351	6/20/2018 14:00	12.401	13089				
352	6/20/2018 14:30	12.401	12400.1				
353	6/20/2018 15:00	12.497	6544.5				
354	6/20/2018 15:30	12.497	19977.9				
355	6/20/2018 16:00	12.594	14466.8				
356	6/20/2018 16:30	12.594	11022.3				
357	6/20/2018 17:00	12.594	10333.4				
358	6/20/2018 17:30	12.594	12400.1				
359	6/20/2018 18:00	12.497	5166.7				
360	6/20/2018 18:30	12.401	5166.7				
361	6/20/2018 19:00	12.304	5166.7				
362	6/20/2018 19:30	12.207	4305.6				
363	6/20/2018 20:00	12.11	2755.6				
364	6/20/2018 20:30	12.013	3444.5				
365	6/20/2018 21:00	11.916	2927.8				
366	6/20/2018 21:30	11.819	1356.3				
367	6/20/2018 22:00	11.722	731.9				
368	6/20/2018 22:30	11.722	484.4				
369	6/20/2018 23:00	11.625	355.2				
370	6/20/2018 23:30	11.625	193.8				
371	6/21/2018 0:00	11.528	129.2				
372	6/21/2018 0:30	11.528	86.1				
373	6/21/2018 1:00	11.528	75.3				
374	6/21/2018 1:30	11.528	75.3				
375	6/21/2018 2:00	11.528	107.6				
376	6/21/2018 2:30	11.528	150.7				
377	6/21/2018 3:00	11.431	226				
378	6/21/2018 3:30	11.431	333.7				
379	6/21/2018 4:00	11.528	645.8				
380	6/21/2018 4:30	11.528	882.6				
381	6/21/2018 5:00	11.528	1194.8				
382	6/21/2018 5:30	11.625	1808.3				
383	6/21/2018 6:00	11.625	2152.8				
384	6/21/2018 6:30	11.625	2497.2				
385	6/21/2018 7:00	11.625	2411.1				
386	6/21/2018 7:30	11.625	4133.4				
387	6/21/2018 8:00	11.722	4133.4				
388	6/21/2018 8:30	11.819	6544.5				
389	6/21/2018 9:00	11.819	7233.4				
390	6/21/2018 9:30	11.819	6544.5				
391	6/21/2018 10:00	11.916	7577.8				
392	6/21/2018 10:30	11.916	7233.4				
393	6/21/2018 11:00	12.013	6200				
394	6/21/2018 11:30	12.013	7233.4				
395	6/21/2018 12:00	12.013	6200				
396	6/21/2018 12:30	12.013	5511.1				
397	6/21/2018 13:00	12.11	5166.7				
398	6/21/2018 13:30	12.11	5166.7				
399	6/21/2018 14:00	12.207	7577.8				
400	6/21/2018 14:30	12.207	6200				
401	6/21/2018 15:00	12.11	4822.3				
402	6/21/2018 15:30	12.11	4994.5				
403	6/21/2018 16:00	12.11	5511.1				
404	6/21/2018 16:30	12.304	7233.4				
405	6/21/2018 17:00	12.207	5166.7				
406	6/21/2018 17:30	12.304	4822.3				
407	6/21/2018 18:00	12.11	3100				
408	6/21/2018 18:30	12.11	1894.5				
409	6/21/2018 19:00	12.11	1808.3				
410	6/21/2018 19:30	12.11	1636.1				
411	6/21/2018 20:00	12.013	925.7				
412	6/21/2018 20:30	12.013	570.5				
413	6/21/2018 21:00	12.013	387.5				
414	6/21/2018 21:30	11.916	204.5				
415	6/21/2018 22:00	12.013	129.2				
416	6/21/2018 22:30	12.013	86.1				
417	6/21/2018 23:00	11.916	32.3				
418	6/21/2018 23:30	11.916	10.8				
419	6/22/2018 0:00	11.916	10.8				
420	6/22/2018 0:30	11.916	0				
421	6/22/2018 1:00	11.916	0				
422	6/22/2018 1:30	11.819	0				
423	6/22/2018 2:00	11.722	10.8				
424	6/22/2018 2:30	11.625	86.1				
425	6/22/2018 3:00	11.625	150.7				
426	6/22/2018 3:30	11.625	236.8				
427	6/22/2018 4:00	11.528	366				
428	6/22/2018 4:30	11.625	656.6				
429	6/22/2018 5:00	11.625	1280.9				
430	6/22/2018 5:30	11.722	1463.9				
431	6/22/2018 6:00	11.722	1367				
432	6/22/2018 6:30	11.722	1194.8				
433	6/22/2018 7:00	11.625	1108.7				
434	6/22/2018 7:30	11.722	1550				
435	6/22/2018 8:00	11.819	3788.9				
436	6/22/2018 8:30	11.916	4133.4				
437	6/22/2018 9:00	12.11	4994.5				
438	6/22/2018 9:30	12.11	7577.8				
439	6/22/2018 10:00	12.207	6200				
440	6/22/2018 10:30	12.401	7233.4				
441	6/22/2018 11:00	12.594	10677.8				
442	6/22/2018 11:30	12.69	7233.4				
443	6/22/2018 12:00	12.883	8266.7				
444	6/22/2018 12:30	12.98	11711.2				
445	6/22/2018 13:00	12.98	7233.4				
446	6/22/2018 13:30	13.076	9300.1				
447	6/22/2018 14:00	13.173	9300.1				
448	6/22/2018 14:30	13.269	17911.2				
449	6/22/2018 15:00	13.269	10333.4				
450	6/22/2018 15:30	13.269	7233.4				
451	6/22/2018 16:00	13.365	10677.8				
452	6/22/2018 16:30	13.365	8266.7				
453	6/22/2018 17:00	13.365	5166.7				
454	6/22/2018 17:30	13.269	3788.9				
455	6/22/2018 18:00	13.461	7577.8				
456	6/22/2018 18:30	13.173	5166.7				
457	6/22/2018 19:00	13.365	4650				
458	6/22/2018 19:30	13.076	2325				
459	6/22/2018 20:00	13.076	1636.1				
460	6/22/2018 20:30	12.98	1141				
461	6/22/2018 21:00	13.076	1722.2				
462	6/22/2018 21:30	12.98	495.1				
463	6/22/2018 22:00	12.98	538.2				
464	6/22/2018 22:30	12.98	538.2				
465	6/22/2018 23:00	12.98	344.4				
466	6/22/2018 23:30	12.883	258.3				
467	6/23/2018 0:00	12.787	139.9				
468	6/23/2018 0:30	12.69	64.6				
469	6/23/2018 1:00	12.69	64.6				
470	6/23/2018 1:30	12.787	75.3				
471	6/23/2018 2:00	12.883	86.1				
472	6/23/2018 2:30	12.883	107.6				
473	6/23/2018 3:00	12.69	172.2				
474	6/23/2018 3:30	12.594	322.9				
475	6/23/2018 4:00	12.594	538.2				
476	6/23/2018 4:30	12.69	710.4				
477	6/23/2018 5:00	12.69	1076.4				
478	6/23/2018 5:30	12.69	1377.8				
479	6/23/2018 6:00	12.787	1808.3				
480	6/23/2018 6:30	12.883	2238.9				
481	6/23/2018 7:00	12.98	2755.6				
482	6/23/2018 7:30	13.076	3616.7				
483	6/23/2018 8:00	13.173	4133.4				
484	6/23/2018 8:30	13.269	4822.3				
485	6/23/2018 9:00	13.365	5511.1				
486	6/23/2018 9:30	13.558	5511.1				
487	6/23/2018 10:00	13.654	6200				
488	6/23/2018 10:30	13.558	5511.1				
489	6/23/2018 11:00	13.75	7233.4				
490	6/23/2018 11:30	13.75	6544.5				
491	6/23/2018 12:00	13.558	5166.7				
492	6/23/2018 12:30	13.558	5166.7				
493	6/23/2018 13:00	13.75	9644.5				
494	6/23/2018 13:30	13.461	4994.5				
495	6/23/2018 14:00	13.654	5166.7				
496	6/23/2018 14:30	13.558	2411.1				
497	6/23/2018 15:00	13.461	2669.5				
498	6/23/2018 15:30	13.461	2583.4				
499	6/23/2018 16:00	13.558	2583.4				
500	6/23/2018 16:30	13.461	1808.3				
501	6/23/2018 17:00	13.461	1980.6				
502	6/23/2018 17:30	13.461	1980.6				
503	6/23/2018 18:00	13.558	1722.2				
504	6/23/2018 18:30	13.558	2497.2				
505	6/23/2018 19:00	13.75	2669.5				
506	6/23/2018 19:30	13.654	1313.2				
507	6/23/2018 20:00	13.558	2497.2				
508	6/23/2018 20:30	13.461	1894.5				
509	6/23/2018 21:00	13.461	775				
510	6/23/2018 21:30	13.269	452.1				
511	6/23/2018 22:00	13.269	107.6				
512	6/23/2018 22:30	13.365	129.2				
513	6/23/2018 23:00	13.365	64.6				
514	6/23/2018 23:30	13.461	86.1				
515	6/24/2018 0:00	13.558	43.1				
516	6/24/2018 0:30	13.558	64.6				
517	6/24/2018 1:00	13.461	43.1				
518	6/24/2018 1:30	13.558	53.8				
519	6/24/2018 2:00	13.654	53.8				
520	6/24/2018 2:30	13.461	96.9				
521	6/24/2018 3:00	13.365	129.2				
522	6/24/2018 3:30	13.365	258.3				
523	6/24/2018 4:00	13.269	570.5				
524	6/24/2018 4:30	13.269	366				
525	6/24/2018 5:00	13.269	419.8				
526	6/24/2018 5:30	13.173	764.2				
527	6/24/2018 6:00	13.173	1141				
528	6/24/2018 6:30	13.269	2152.8				
529	6/24/2018 7:00	13.173	1334.7				
530	6/24/2018 7:30	13.365	1722.2				
531	6/24/2018 8:00	13.365	2066.7				
532	6/24/2018 8:30	13.558	2411.1				
533	6/24/2018 9:00	13.75	1463.9				
534	6/24/2018 9:30	13.75	3788.9				
535	6/24/2018 10:00	13.75	4822.3				
536	6/24/2018 10:30	14.038	14466.8				
537	6/24/2018 11:00	14.421	14466.8				
538	6/24/2018 11:30	14.421	11711.2				
539	6/24/2018 12:00	14.613	11022.3				
540	6/24/2018 12:30	14.709	17911.2				
541	6/24/2018 13:00	14.613	17911.2				
542	6/24/2018 13:30	14.421	15844.5				
543	6/24/2018 14:00	15.091	37200.2				
544	6/24/2018 14:30	14.613	12400.1				
545	6/24/2018 15:00	14.517	9644.5				
546	6/24/2018 15:30	14.517	7233.4				
547	6/24/2018 16:00	14.804	10333.4				
548	6/24/2018 16:30	14.709	2927.8				
549	6/24/2018 17:00	14.9	5511.1				
550	6/24/2018 17:30	14.804	3100				
551	6/24/2018 18:00	14.804	4133.4				
552	6/24/2018 18:30	14.709	2497.2				
553	6/24/2018 19:00	14.613	1345.5				
554	6/24/2018 19:30	14.517	1356.3				
555	6/24/2018 20:00	14.421	613.5				
556	6/24/2018 20:30	14.421	344.4				
557	6/24/2018 21:00	14.325	505.9				
558	6/24/2018 21:30	14.325	290.6				
559	6/24/2018 22:00	14.325	355.2				
560	6/24/2018 22:30	14.421	430.6				
561	6/24/2018 23:00	14.325	64.6				
562	6/24/2018 23:30	14.23	32.3				
563	6/25/2018 0:00	14.134	32.3				
564	6/25/2018 0:30	14.134	32.3				
565	6/25/2018 1:00	14.134	43.1				
566	6/25/2018 1:30	14.038	43.1				
567	6/25/2018 2:00	14.038	53.8				
568	6/25/2018 2:30	13.942	75.3				
569	6/25/2018 3:00	13.942	118.4				
570	6/25/2018 3:30	13.942	215.3				
571	6/25/2018 4:00	13.942	753.5				
572	6/25/2018 4:30	13.846	226				
573	6/25/2018 5:00	13.846	161.5				
574	6/25/2018 5:30	13.846	462.9				
575	6/25/2018 6:00	13.846	581.3				
576	6/25/2018 6:30	13.942	2411.1				
577	6/25/2018 7:00	13.942	1184				
578	6/25/2018 7:30	14.038	1237.9				
579	6/25/2018 8:00	13.942	678.1				
580	6/25/2018 8:30	13.75	710.4				
581	6/25/2018 9:00	13.654	387.5				
582	6/25/2018 9:30	13.461	129.2				
583	6/25/2018 10:00	13.461	990.3				
584	6/25/2018 10:30	13.558	1054.9				
585	6/25/2018 11:00	13.558	1808.3				
586	6/25/2018 11:30	13.654	850.4				
