Hydrolab DS5X 60804,,,,,,,,,
Log File Name : Myvatn_33_2014,,,,,,,,,
Setup Date (M/D/YYYY) : 6/8/2014,,,,,,,,,
Setup Time (HH:MM:SS) : 09:33:33,,,,,,,,,
Starting Date (M/D/YYYY) : 6/8/2014,,,,,,,,,
Starting Time (HH:MM:SS) : 10:00:00,,,,,,,,,
Stopping Date (M/D/YYYY) : 8/25/2014,,,,,,,,,
Stopping Time (HH:MM:SS) : 10:33:33,,,,,,,,,
Interval (HH:MM:SS) : 00:30:00,,,,,,,,,
Sensor warmup (HH:MM:SS) : 00:02:00,,,,,,,,,
Circltr warmup (HH:MM:SS) : 00:02:00,,,,,,,,,
,,,,,,,,,
Date,Time,Temp,SpCond,TurbSC,TurbSC,LDO%,LDO,PCYV,IBatt
M/D/YYYY,HH:MM:SS,?C,?S/cm,Volts,NTU,Sat,mg/l,Volts,%Left
,,,,,,,,,
8/4/14,1:22:37,12.38,167,-2.1756,14.3,0,0,0.0969,71
8/4/14,1:52:37,12.36,167,-2.1418,40.1,0,0,0.0908,76
8/4/14,2:22:37,12.35,168,-2.176,14,0,0,0.0993,72
8/4/14,2:52:37,12.3,168,-2.1558,29.4,0,0,0.1005,77
8/4/14,3:22:37,12.25,170,-2.1646,22.7,0,0,0.1027,77
8/4/14,3:52:37,12.17,170,-2.183,8.7,0,0,0.0914,76
8/4/14,4:22:37,12.07,170,-2.1821,9.4,0,0,0.0974,69
8/4/14,4:52:37,12.1,171,-2.1699,18.7,0,0,0.0928,71
8/4/14,5:22:37,12.14,172,-2.1806,10.5,0,0,0.0921,68
8/4/14,5:52:37,12.11,173,-2.1867,5.9,0,0,0.0963,71
8/4/14,6:22:37,12.04,173,-2.1633,23.7,0,0,0.1013,74
8/4/14,6:52:37,12.02,174,-2.18,11,0,0,0.1181,74
8/4/14,7:22:37,12,173,-2.1801,10.9,0,0,0.1071,77
8/4/14,7:52:37,11.95,172,-2.1755,14.4,0,0,0.0995,76
8/4/14,8:22:37,11.91,171,-2.1656,21.9,0,0,0.0945,74
8/4/14,8:52:37,11.84,168,-2.1736,16.8,0,0,0.0989,74
8/4/14,9:22:37,11.85,169,-2.1717,17.3,0,0,0.0954,74
8/4/14,9:52:37,11.82,168,-2.18,11,0,0,0.1002,69
8/4/14,10:22:37,11.74,164,-2.1703,18.4,0,0,0.1001,77
8/4/14,10:52:37,11.74,163,-2.1685,19.7,0,0,0.0943,77
8/4/14,11:22:37,11.75,163,-2.1646,22.7,0,0,0.0846,79
8/4/14,11:52:37,11.73,163,-2.1716,17.3,0,0,0.0857,79
8/4/14,12:22:37,11.76,162,-2.1597,26.4,0,0,0.0832,79
8/4/14,12:52:37,11.87,163,-2.173,16.3,0,0,0.0826,79
8/4/14,13:22:37,11.93,165,-2.1742,15.4,0,0,0.0962,79
8/4/14,13:52:37,12,168,-2.184,7.9,0,0,0.0986,79
8/4/14,14:22:37,12.03,168,-2.1869,5.7,0,0,0.0974,77
8/4/14,14:52:37,12.17,173,-2.1686,19.7,0,0,0.1148,79
8/4/14,15:22:37,12.19,172,-2.1504,33.5,0,0,0.1048,77
8/4/14,15:52:37,12.2,172,-2.176,14,0,0,0.0885,77
8/4/14,16:22:37,12.3,174,-2.1746,15.1,0,0,0.1035,77
8/4/14,16:52:37,12.22,169,-2.1658,21.8,0,0,0.1115,77
8/4/14,17:22:37,12.29,171,-2.1797,11.2,0,0,0.1056,74
8/4/14,17:52:37,12.26,170,-2.1765,13.6,0,0,0.1054,72
8/4/14,18:22:37,12.29,170,-2.1536,31.1,0,0,0.0999,72
8/4/14,18:52:37,12.16,166,-2.1832,8.5,0,0,0.0955,72
8/4/14,19:22:37,11.98,163,-2.1848,7.3,0,0,0.0776,74
8/4/14,19:52:37,11.99,165,-2.1714,17.5,0,0,0.0874,74
8/4/14,20:22:37,12.15,168,-2.1763,13.8,0,0,0.1028,72
8/4/14,20:52:37,12.2,170,-2.1692,18.3,0,0,0.1033,71
8/4/14,21:22:37,12.29,172,-2.1829,8.8,0,0,0.1027,71
8/4/14,21:52:37,12.18,169,-2.1636,23.5,0,0,0.0984,72
8/4/14,22:22:37,12.06,168,-2.1796,11.3,0,0,0.0977,74
8/4/14,22:52:37,11.96,166,-2.1866,6,0,0,0.0985,69
8/4/14,23:22:37,11.82,162,-2.1765,13.6,0,0,0.0845,72
8/4/14,23:52:37,11.82,162,-2.1903,3.2,0,0,0.0769,69
8/5/14,0:22:37,11.81,162,-2.1842,10.3,0,0,0.0706,66
8/5/14,0:52:37,11.79,162,-2.1715,17.5,0,0,0.0782,68
8/5/14,1:22:37,11.75,162,-2.171,17.8,0,0,0.0818,68
8/5/14,1:52:37,11.75,162,-2.188,4.9,0,0,0.0749,69
8/5/14,2:22:37,11.78,162,-2.171,17.8,0,0,0.0751,66
8/5/14,2:52:37,11.8,163,-2.1846,7.5,0,0,0.0746,66
8/5/14,3:22:37,11.82,163,-2.1737,15.8,0,0,0.0833,68
8/5/14,3:52:37,11.82,163,-2.1695,19,0,0,0.0819,68
8/5/14,4:22:37,11.81,164,-2.1818,9.6,0,0,0.0795,68
8/5/14,4:52:37,11.79,164,-2.175,14.8,0,0,0.0798,66
8/5/14,5:22:37,11.77,164,-2.1884,4.6,0,0,0.0891,64
8/5/14,5:52:37,11.76,164,-2.1849,7.2,0,0,0.0815,64
8/5/14,6:22:37,11.75,164,-2.1854,6.9,0,0,0.086,61
Power loss from 700101 000000 to 140805 065035,,,,,,,,,
8/5/14,6:52:37,11.73,164,-2.1809,10.3,0,0,0.0934,68
8/5/14,7:22:37,11.72,164,-2.1837,8.2,0,0,0.0807,69
8/5/14,7:52:37,11.71,164,-2.1629,24,0,0,0.077,61
8/5/14,8:22:37,11.71,164,-2.1761,13.9,0,0,0.089,69
8/5/14,8:52:37,11.71,164,-2.1836,8.2,0,0,0.0872,66
8/5/14,9:22:37,11.71,164,-2.1822,9.3,0,0,0.0869,55
8/5/14,9:52:37,11.72,164,-2.1801,10.9,0,0,0.094,63
8/5/14,10:22:37,11.73,164,-2.1862,6.3,0,0,0.0817,64
8/5/14,10:52:37,11.74,164,-2.1696,18.9,0,0,0.0861,69
8/5/14,11:22:37,11.75,164,-2.1887,4.3,0,0,0.0907,64
8/5/14,11:52:37,11.75,164,-2.1772,13.1,0,0,0.0833,63
8/5/14,12:22:37,11.74,164,-2.1865,6,0,0,0.0889,58
8/5/14,12:52:37,11.76,164,-2.1736,15.9,0,0,0.0928,60
8/5/14,13:22:37,11.76,164,-2.1848,7.7,0,0,0.1016,69
8/5/14,13:52:37,11.79,164,-2.1803,10.8,0,0,0.0953,55
8/5/14,14:22:37,11.82,164,-2.1727,16.5,0,0,0.1099,68
8/5/14,14:52:37,11.83,164,-2.1577,28,0,0,0.1171,63
8/5/14,15:22:37,11.85,165,-2.1736,15.9,0,0,0.1191,64
8/5/14,15:52:37,11.86,166,-2.1819,9.5,0,0,0.1018,68
8/5/14,16:22:37,11.87,165,-2.1826,9,0,0,0.12,61
8/5/14,16:52:37,11.88,165,-2.1756,14.3,0,0,0.1131,54
8/5/14,17:22:37,11.87,165,-2.1695,19,0,0,0.1143,58
8/5/14,17:52:37,11.87,166,-2.1741,15.5,0,0,0.1101,61
8/5/14,18:22:37,11.87,166,-2.1686,19.7,0,0,0.0816,61
8/5/14,18:52:37,11.86,166,-2.1539,30.8,0,0,0.1235,64
8/5/14,19:22:37,11.86,166,-2.1739,15.6,0,0,0.1232,54
8/5/14,19:52:37,11.86,166,-2.1728,16.5,0,0,0.1193,60
8/5/14,20:22:37,11.86,166,-2.1729,15.9,0,0,0.1195,64
8/5/14,20:52:37,11.85,167,-2.1612,25.3,0,0,0.1235,58
8/5/14,21:22:37,11.85,166,-2.178,12.5,0,0,0.1261,58
8/5/14,21:52:37,11.85,167,-2.1764,13.8,0,0,0.1167,52
8/5/14,22:22:37,11.84,167,-2.1738,15.7,0,0,0.1225,63
8/5/14,22:52:37,11.83,167,-2.1593,26.8,0,0,0.1177,54
8/5/14,23:22:37,11.83,167,-2.1498,34,0,0,0.1405,58
8/5/14,23:52:37,11.83,167,-2.172,17.1,0,0,0.1112,50
8/6/14,0:22:37,11.82,167,-2.1726,16.7,0,0,0.1122,66
8/6/14,0:52:37,11.81,167,-2.17,18.6,0,0,0.1163,64
8/6/14,1:22:37,11.8,168,-2.1809,10.3,0,0,0.117,61
8/6/14,1:52:37,11.81,167,-2.1613,25.2,0,0,0.1065,61
8/6/14,2:22:37,11.81,168,-2.177,13.3,0,0,0.0945,63
8/6/14,2:52:37,11.82,168,-2.1648,22.6,0,0,0.0837,61
8/6/14,3:22:37,11.79,168,-2.1586,27.3,0,0,0.1099,64
8/6/14,3:52:37,11.79,168,-2.1638,23.3,0,0,0.1041,66
8/6/14,4:22:37,11.79,169,-2.1835,8.3,0,0,0.1251,61
8/6/14,4:52:37,11.79,169,-2.1866,6,0,0,0.1001,52
8/6/14,5:22:37,11.78,169,-2.1195,57.1,0,0,0.1021,55
8/6/14,5:52:37,11.75,169,-2.17,18.6,0,0,0.1147,54
8/6/14,6:22:37,11.74,169,-2.1888,4.3,0,0,0.0921,60
8/6/14,6:52:37,11.74,168,-2.161,25.5,0,0,0.1042,63
8/6/14,7:22:37,11.73,169,-2.1738,15.7,0,0,0.1155,60
8/6/14,7:52:37,11.72,169,-2.186,6.4,0,0,0.1087,64
8/6/14,8:22:37,11.72,169,-2.1779,12.6,0,0,0.1162,61
8/6/14,8:52:37,11.72,169,-2.1694,19.1,0,0,0.122,54
8/6/14,9:22:37,11.73,169,-2.1625,24.3,0,0,0.0993,61
8/6/14,9:52:37,11.73,169,-2.1468,36.3,0,0,0.0915,66
8/6/14,10:22:37,11.75,169,-2.1388,42.3,0,0,0.131,52
8/6/14,10:52:37,11.74,169,-2.1758,14.2,0,0,0.1007,61
8/6/14,11:22:37,11.75,169,-2.1797,11.3,0,0,0.0961,57
8/6/14,11:52:37,11.75,169,-2.186,6.4,0,0,0.2109,58
8/6/14,12:22:37,11.75,168,-2.194,0.3,0,0,0.0961,57
8/6/14,12:52:37,11.78,168,-2.1729,16.4,0,0,0.087,60
8/6/14,13:22:37,11.76,168,-2.1831,8.6,0,0,0.0703,50
8/6/14,13:52:37,11.79,168,-2.1925,1.4,0,0,0.0971,60
8/6/14,14:22:37,11.79,168,-2.1844,7.7,0,0,0.0595,61
8/6/14,14:52:37,11.85,169,-2.1732,16.1,0,0,0.1006,44
8/6/14,15:22:37,11.9,168,-2.1813,10,0,0,0.1069,51
8/6/14,15:52:37,11.94,169,-2.1806,10.5,0,0,0.1207,58
8/6/14,16:22:37,11.95,169,-2.1671,20.8,0,0,0.1117,54
8/6/14,16:52:37,11.96,169,-2.1639,23.2,0,0,0.1045,47
8/6/14,17:22:37,11.98,169,-2.1547,30.2,0,0,0.1099,44
8/6/14,17:52:37,11.98,169,-2.1649,22.5,0,0,0.1161,50
8/6/14,18:22:37,11.98,169,-2.1536,31.1,0,0,0.1162,57
8/6/14,18:52:37,11.98,169,-2.1259,52.1,0,0,0.2298,55
8/6/14,19:22:37,11.99,170,-2.1623,24.5,0,0,0.1231,51
8/6/14,19:52:37,12,169,-2.1862,6.3,0,0,0.1129,55
8/6/14,20:22:37,11.99,170,-2.1757,14.3,0,0,0.1619,54
8/6/14,20:52:37,11.98,170,-2.1567,28.7,0,0,0.1248,60
8/6/14,21:22:37,11.96,170,-2.1799,11.1,0,0,0.133,60
8/6/14,21:52:37,11.92,170,-2.1629,24,0,0,0.1279,55
8/6/14,22:22:37,11.89,169,-2.1769,13.3,0,0,0.1216,57
8/6/14,22:52:37,11.89,168,-2.1857,6.7,0,0,0.1161,58
8/6/14,23:22:37,11.9,168,-2.1778,12.6,0,0,0.1004,60
8/6/14,23:52:37,11.9,167,-2.178,12.5,0,0,0.102,47
8/7/14,0:22:37,11.9,167,-2.1723,16,0,0,0.1205,40
8/7/14,0:52:37,11.89,167,-2.1672,20.7,0,0,0.1177,54
8/7/14,1:22:37,11.88,167,-2.1735,16,0,0,0.1225,52
8/7/14,1:52:37,11.88,167,-2.1655,22.1,0,0,0.1166,55
8/7/14,2:22:37,11.88,167,-2.1654,22.1,0,0,0.1093,55
8/7/14,2:52:37,11.86,167,-2.1702,18.5,0,0,0.1296,54
8/7/14,3:22:37,11.88,168,-2.1755,14.4,0,0,0.1175,55
8/7/14,3:52:37,11.84,166,-2.1726,16.7,0,0,0.1179,55
8/7/14,4:22:37,11.82,166,-2.1609,25.5,0,0,0.1304,60
8/7/14,4:52:37,11.84,167,-2.1632,23.8,0,0,0.1208,58
8/7/14,5:22:37,11.83,167,-2.1627,24.1,0,0,0.1165,60
8/7/14,5:52:37,11.84,166,-2.1852,7,0,0,0.1048,60
8/7/14,6:22:37,11.86,168,-2.1468,36.2,0,0,0.1507,54
8/7/14,6:52:37,11.85,167,-2.1632,23.8,0,0,0.1429,57
8/7/14,7:22:37,11.83,167,-2.1714,17.5,0,0,0.1222,50
8/7/14,7:52:37,11.83,168,-2.1721,17,0,0,0.1393,57
8/7/14,8:22:37,11.84,168,-2.1523,32,0,0,0.1268,55
8/7/14,8:52:37,11.84,168,-2.1698,18.7,0,0,0.1319,51
8/7/14,9:22:37,11.83,168,-2.1787,12,0,0,0.1345,60
8/7/14,9:52:37,11.83,168,-2.1747,15,0,0,0.1264,58
8/7/14,10:22:37,11.85,168,-2.1604,25.9,0,0,0.1253,50
8/7/14,10:52:37,11.85,168,-2.1782,12.4,0,0,0.1123,55
8/7/14,11:22:37,11.86,167,-2.1645,22.8,0,0,0.1175,50
8/7/14,11:52:37,11.87,167,-2.1852,7.1,0,0,0.1124,51
8/7/14,12:22:37,11.9,166,-2.1533,31.3,0,0,0.1159,58
8/7/14,12:52:37,11.92,167,-2.175,14.8,0,0,0.1194,54
8/7/14,13:22:37,11.93,167,-2.1615,22.8,0,0,0.1134,50
8/7/14,13:52:37,11.95,167,-2.1672,20.7,0,0,0.1075,54
8/7/14,14:22:37,11.94,167,-2.1753,12.2,0,0,0.111,51
8/7/14,14:52:37,11.95,166,-2.175,14.8,0,0,0.1136,50
8/7/14,15:22:37,11.96,166,-2.1703,18.3,0,0,0.1092,50
8/7/14,15:52:37,11.96,166,-2.1727,16.5,0,0,0.1211,51
8/7/14,16:22:37,11.94,165,-2.1792,11.6,0,0,0.119,38
8/7/14,16:52:37,11.94,165,-2.1769,13.3,0,0,0.1228,44
8/7/14,17:22:37,11.95,166,-2.1627,24.1,0,0,0.1242,42
8/7/14,17:52:37,11.89,164,-2.1807,10.4,0,0,0.1199,41
8/7/14,18:22:37,11.84,163,-2.1716,17.3,0,0,0.1156,41
8/7/14,18:52:37,11.79,162,-2.1578,27.9,0,0,0.115,42
8/7/14,19:22:37,11.78,162,-2.158,27.7,0,0,0.1296,50
8/7/14,19:52:37,11.78,161,-2.1742,15.4,0,0,0.1462,32
8/7/14,20:22:37,11.78,161,-2.1456,37.2,0,0,0.1552,42
8/7/14,20:52:37,11.79,159,-2.1619,24.8,0,0,0.1665,45
8/7/14,21:22:37,11.79,159,-2.1659,21.7,0,0,0.1643,50
8/7/14,21:52:37,11.79,159,-2.1562,29.1,0,0,0.2022,52
8/7/14,22:22:37,11.8,159,-2.1585,27.3,0,0,0.1687,51
8/7/14,22:52:37,11.8,159,-2.1643,22.9,0,0,0.169,44
8/7/14,23:22:37,11.8,159,-2.1596,26.5,0,0,0.1749,37
8/7/14,23:52:37,11.79,159,-2.1671,20.8,0,0,0.1754,41
8/8/14,0:22:37,11.78,159,-2.1576,28,0,0,0.1872,38
8/8/14,0:52:37,11.79,160,-2.151,33,0,0,0.1945,42
8/8/14,1:22:37,11.79,160,-2.1758,14.2,0,0,0.1906,52
8/8/14,1:52:37,11.78,160,-2.1508,33.2,0,0,0.1848,45
8/8/14,2:22:37,11.78,161,-2.1546,30.3,0,0,0.1785,38
8/8/14,2:52:37,11.77,160,-2.17,18.6,0,0,0.1704,50
8/8/14,3:22:37,11.75,160,-2.1626,24.2,0,0,0.1885,44
8/8/14,3:52:37,11.73,161,-2.1666,21.2,0,0,0.1896,44
8/8/14,4:22:37,11.72,160,-2.1461,36.8,0,0,0.1852,50
8/8/14,4:52:37,11.72,160,-2.1516,32.6,0,0,0.1807,52
8/8/14,5:22:37,11.7,160,-2.1509,33.1,0,0,0.175,52
8/8/14,5:52:37,11.68,160,-2.1533,31.3,0,0,0.1886,52
8/8/14,6:22:37,11.68,160,-2.1613,25.2,0,0,0.1874,51
8/8/14,6:52:37,11.66,160,-2.1655,22.1,0,0,0.1971,52
8/8/14,7:22:37,11.65,160,-2.1407,40.9,0,0,0.1916,51
8/8/14,7:52:37,11.63,159,-2.1346,45.6,0,0,0.2006,52
8/8/14,8:22:37,11.62,160,-2.1472,36,0,0,0.2105,52
8/8/14,8:52:37,11.61,160,-2.1489,34.7,0,0,0.1902,52
8/8/14,9:22:37,11.6,160,-2.1515,32.7,0,0,0.1805,52
8/8/14,9:52:37,11.6,161,-2.1604,25.9,0,0,0.2016,52
8/8/14,10:22:37,11.62,161,-2.1315,47.9,0,0,0.1786,57
8/8/14,10:52:37,11.62,160,-2.1868,5.8,0,0,0.1412,57
8/8/14,11:22:37,11.62,161,-2.1634,23.6,0,0,0.1785,52
8/8/14,11:52:37,11.6,160,-2.1655,22.1,0,0,0.1716,54
8/8/14,12:22:37,11.59,161,-2.1629,24,0,0,0.1773,50
8/8/14,12:52:37,11.57,161,-2.1586,27.3,0,0,0.1737,51
8/8/14,13:22:37,11.54,160,-2.1601,26.1,0,0,0.1714,51
8/8/14,13:52:37,11.53,160,-2.1703,18.3,0,0,0.1851,52
8/8/14,14:22:37,11.53,160,-2.1438,38.5,0,0,0.188,55
8/8/14,14:52:37,11.55,160,-2.164,23.2,0,0,0.1717,54
8/8/14,15:22:37,11.56,161,-2.1461,36.8,0,0,0.1657,51
8/8/14,15:52:37,11.56,161,-2.133,46.8,0,0,0.1665,57
8/8/14,16:22:37,11.55,160,-2.1545,30.4,0,0,0.1837,57
8/8/14,16:52:37,11.54,160,-2.1575,28.1,0,0,0.167,55
8/8/14,17:22:37,11.55,161,-2.17,18.6,0,0,0.1831,55
8/8/14,17:52:37,11.54,162,-2.1432,39,0,0,0.1936,52
8/8/14,18:22:37,11.56,163,-2.128,50.6,0,0,0.1851,57
8/8/14,18:52:37,11.56,163,-2.1508,33.2,0,0,0.1836,57
8/8/14,19:22:37,11.59,165,-2.1346,45.6,0,0,0.1765,58
8/8/14,19:52:37,11.59,165,-2.1625,24.3,0,0,0.1554,50
8/8/14,20:22:37,11.59,165,-2.1672,20.7,0,0,0.1614,55
8/8/14,20:52:37,11.58,165,-2.1582,27.6,0,0,0.1561,55
8/8/14,21:22:37,11.52,163,-2.16,26.2,0,0,0.1521,52
8/8/14,21:52:37,11.45,162,-2.1692,19.2,0,0,0.1652,48
8/8/14,22:22:37,11.38,160,-2.1792,11.6,0,0,0.1507,50
8/8/14,22:52:37,11.31,159,-2.1434,38.8,0,0,0.1643,51
8/8/14,23:22:37,11.22,157,-2.1666,21.2,0,0,0.1675,51
8/8/14,23:52:37,11.1,155,-2.1578,27.9,0,0,0.1621,50
8/9/14,0:22:37,11.13,156,-2.1573,28.3,0,0,0.1638,48
8/9/14,0:52:37,11.14,157,-2.1674,20.5,0,0,0.1727,54
8/9/14,1:22:37,11.12,157,-2.1727,16.5,0,0,0.1593,50
8/9/14,1:52:37,11.14,158,-2.1348,45.4,0,0,0.1602,52
8/9/14,2:22:37,11.11,158,-2.17,18.6,0,0,0.1493,57
8/9/14,2:52:37,11.14,158,-2.1527,31.7,0,0,0.1628,52
8/9/14,3:22:37,11.17,160,-2.1549,30.1,0,0,0.1624,51
8/9/14,3:52:37,11.25,162,-2.1655,22,0,0,0.1504,52
8/9/14,4:22:37,11.29,164,-2.1729,16.4,0,0,0.1657,55
8/9/14,4:52:37,11.32,165,-2.1591,26.9,0,0,0.1593,51
8/9/14,5:22:37,11.34,166,-2.1616,25,0,0,0.1678,52
8/9/14,5:52:37,11.38,167,-2.1562,29.1,0,0,0.177,52
8/9/14,6:22:37,11.39,168,-2.1671,20.8,0,0,0.1764,54
8/9/14,6:52:37,11.41,169,-2.1326,47.1,0,0,0.1896,54
8/9/14,7:22:37,11.41,169,-2.1787,12,0,0,0.1818,55
8/9/14,7:52:37,11.43,169,-2.1668,21.1,0,0,0.1899,55
8/9/14,8:22:37,11.43,170,-2.1739,15.7,0,0,0.156,55
8/9/14,8:52:37,11.43,170,-2.1767,13.5,0,0,0.2044,55
8/9/14,9:22:37,11.42,169,-2.1879,4.1,0,0,0.0757,55
8/9/14,9:52:37,11.39,169,-2.1811,10.2,0,0,0.0706,55
8/9/14,10:22:37,11.39,169,-2.0134,137.8,0,0,0.0971,55
8/9/14,10:52:37,11.41,169,-2.1855,2.6,0,0,0.0671,55
8/9/14,11:22:37,11.39,169,-1.5557,486,0,0,0.0489,55
8/9/14,11:52:37,11.37,167,-2.1671,20.8,0,0,0.0446,55
8/9/14,12:22:37,11.23,161,-2.1899,3.5,0,0,0.0348,55
8/9/14,12:52:37,11.27,162,-2.1929,1.2,0,0,0.0411,55
8/9/14,13:22:37,11.33,166,-2.1713,17.6,0,0,0.0505,55
8/9/14,13:52:37,11.35,167,-2.1919,4.4,0,0,0.0724,54
8/9/14,14:22:37,11.37,167,-2.1875,5.3,0,0,0.076,55
8/9/14,14:52:37,11.38,167,-2.1898,3.5,0,0,0.0736,54
8/9/14,15:22:37,11.19,161,-2.1874,5.3,0,0,0.0604,54
8/9/14,15:52:37,11.38,168,-2.177,9,0,0,0.0668,54
8/9/14,16:22:37,11.69,168,-2.1821,9.4,0,0,0.0878,52
8/9/14,16:52:37,11.84,166,-2.1535,31.2,0,0,0.1668,50
8/9/14,17:22:37,11.69,164,-2.1665,21.3,0,0,0.1914,50
8/9/14,17:52:37,11.64,163,-2.1602,26.1,0,0,0.2078,52
8/9/14,18:22:37,11.64,163,-2.1815,9.9,0,0,0.1609,50
8/9/14,18:52:37,11.56,162,-2.1823,9.2,0,0,0.1466,52
8/9/14,19:22:37,11.54,161,-2.159,27,0,0,0.1767,50
8/9/14,19:52:37,11.52,161,-2.1557,29.5,0,0,0.281,54
8/9/14,20:22:37,11.49,161,-2.1663,21.4,0,0,0.1409,54
8/9/14,20:52:37,11.48,161,-2.1695,19,0,0,0.1406,50
8/9/14,21:22:37,11.47,161,-2.1741,15.5,0,0,0.122,48
8/9/14,21:52:37,11.48,160,-2.1653,22.2,0,0,0.1413,54
8/9/14,22:22:37,11.48,160,-2.1749,14.9,0,0,0.1459,50
8/9/14,22:52:37,11.47,160,-2.1694,19.1,0,0,0.15,50
8/9/14,23:22:37,11.48,160,-2.1677,20.4,0,0,0.1183,52
8/9/14,23:52:37,11.47,160,-2.1678,20.3,0,0,0.1507,52
8/10/14,0:22:37,11.47,160,-2.0959,75,0,0,0.1602,51
8/10/14,0:52:37,11.5,160,-2.1626,24.2,0,0,0.1215,48
8/10/14,1:22:37,11.5,160,-2.1594,26.6,0,0,0.1477,48
8/10/14,1:52:37,11.48,160,-2.1625,24.3,0,0,0.1591,51
8/10/14,2:22:37,11.46,160,-2.1509,33.1,0,0,0.1775,47
8/10/14,2:52:37,11.43,160,-2.1753,14.6,0,0,0.1518,48
8/10/14,3:22:37,11.39,159,-2.1658,21.8,0,0,0.1511,50
8/10/14,3:52:37,11.36,158,-2.1226,54.7,0,0,0.1396,50
8/10/14,4:22:37,11.31,158,-2.1677,20.3,0,0,0.1485,50
8/10/14,4:52:37,11.28,157,-2.1427,39.4,0,0,0.1581,50
8/10/14,5:22:37,11.25,157,-2.1527,31.7,0,0,0.1476,44
8/10/14,5:52:37,11.23,157,-2.1567,28.7,0,0,0.1561,50
8/10/14,6:22:37,11.22,158,-2.1768,13.4,0,0,0.1752,50
8/10/14,6:52:37,11.24,159,-2.1622,24.5,0,0,0.1579,47
8/10/14,7:22:37,11.28,161,-2.1371,43.7,0,0,0.1586,48
8/10/14,7:52:37,11.28,161,-2.1571,28,0,0,0.1846,47
8/10/14,8:22:37,11.28,161,-2.1584,27.5,0,0,0.1559,44
8/10/14,8:52:37,11.26,161,-2.1726,16.6,0,0,0.1539,44
8/10/14,9:22:37,11.24,161,-2.1383,42.7,0,0,0.1642,47
8/10/14,9:52:37,11.23,161,-2.1518,32.4,0,0,0.1377,41
8/10/14,10:22:37,11.22,161,-2.1268,51.5,0,0,0.1634,44
8/10/14,10:52:37,11.23,162,-2.1596,26.5,0,0,0.1741,44
8/10/14,11:22:37,11.23,162,-2.167,20.9,0,0,0.2333,44
8/10/14,11:52:37,11.24,162,-2.1436,38.7,0,0,0.1684,44
8/10/14,12:22:37,11.28,163,-2.1082,65.6,0,0,0.1581,38
8/10/14,12:52:37,11.31,163,-2.1653,22.2,0,0,0.1557,48
8/10/14,13:22:37,11.35,163,-2.1588,27.1,0,0,0.1647,33
8/10/14,13:52:37,11.38,164,-2.1595,26.6,0,0,0.1814,40
8/10/14,14:22:37,11.39,164,-2.146,36.9,0,0,0.172,36
8/10/14,14:52:37,11.4,165,-2.1647,22.6,0,0,0.1706,28
8/10/14,15:22:37,11.41,165,-1.9929,153.4,0,0,0.1675,25
8/10/14,15:52:37,11.4,165,-2.1472,35.9,0,0,0.1603,33
8/10/14,16:22:37,11.41,165,-2.1391,42.1,0,0,0.1861,44
8/10/14,16:52:37,11.41,165,-2.1581,27.6,0,0,0.1885,37
8/10/14,17:22:37,11.4,165,-2.1552,29.9,0,0,0.1742,27
8/10/14,17:52:37,11.39,165,-2.1539,30.9,0,0,0.1864,30
8/10/14,18:22:37,11.37,165,-2.132,47.5,0,0,0.1821,30
8/10/14,18:52:37,11.36,166,-2.159,27,0,0,0.2259,40
8/10/14,19:22:37,11.34,165,-2.1537,31,0,0,0.2446,34
8/10/14,19:52:37,11.32,166,-2.1373,43.5,0,0,0.1932,34
8/10/14,20:22:37,11.3,165,-2.1556,31.5,0,0,0.181,38
8/10/14,20:52:37,11.29,166,-2.1366,44,0,0,0.1676,30
8/10/14,21:22:37,11.27,165,-2.1448,37.8,0,0,0.1663,33
8/10/14,21:52:37,11.26,165,-2.1399,41.5,0,0,0.1868,36
8/10/14,22:22:37,11.24,166,-2.1504,33.6,0,0,0.1786,36
8/10/14,22:52:37,11.23,166,-2.1675,20.5,0,0,0.1625,32
8/10/14,23:22:37,11.21,166,-2.1669,21,0,0,0.1731,34
8/10/14,23:52:37,11.19,166,-2.1675,20.5,0,0,0.1645,37
8/11/14,0:22:37,11.18,166,-2.1564,29,0,0,0.1775,36
8/11/14,0:52:37,11.16,166,-2.1541,30.7,0,0,0.1352,24
8/11/14,1:22:37,11.14,166,-2.1588,27.1,0,0,0.1555,36
8/11/14,1:52:37,11.11,165,-2.1677,20.3,0,0,0.1657,45
8/11/14,2:22:37,11.1,166,-2.1743,15.3,0,0,0.1698,28
8/11/14,2:52:37,11.07,166,-2.1711,17.8,0,0,0.1648,37
8/11/14,3:22:37,11.07,167,-2.1348,45.4,0,0,0.1412,38
8/11/14,3:52:37,11.04,166,-2.1732,16.2,0,0,0.1302,32
8/11/14,4:22:37,11.01,165,-2.1627,24.1,0,0,0.1629,36
8/11/14,4:52:37,10.99,166,-2.1544,30.5,0,0,0.1476,42
8/11/14,5:22:37,10.99,167,-2.1543,30.6,0,0,0.1518,41
8/11/14,5:52:37,10.94,164,-2.1283,50.3,0,0,0.1747,34
8/11/14,6:22:37,10.92,164,-2.1769,13.3,0,0,0.1635,36
8/11/14,6:52:37,10.91,164,-2.1541,30.7,0,0,0.1458,40
8/11/14,7:22:37,10.91,165,-2.1578,27.9,0,0,0.1452,37
8/11/14,7:52:37,10.87,163,-2.1655,22,0,0,0.1704,44
