Hydrolab DS5X 60804,,,,,,,,,
Log File Name : Myvatn_33_2014,,,,,,,,,
Setup Date (M/D/YYYY) : 6/8/2014,,,,,,,,,
Setup Time (HH:MM:SS) : 09:33:33,,,,,,,,,
Starting Date (M/D/YYYY) : 6/8/2014,,,,,,,,,
Starting Time (HH:MM:SS) : 10:00:00,,,,,,,,,
Stopping Date (M/D/YYYY) : 8/25/2014,,,,,,,,,
Stopping Time (HH:MM:SS) : 10:33:33,,,,,,,,,
Interval (HH:MM:SS) : 00:30:00,,,,,,,,,
Sensor warmup (HH:MM:SS) : 00:02:00,,,,,,,,,
Circltr warmup (HH:MM:SS) : 00:02:00,,,,,,,,,
,,,,,,,,,
Date,Time,Temp,SpCond,TurbSC,TurbSC,LDO%,LDO,PCYV,IBatt
M/D/YYYY,HH:MM:SS,?C,?S/cm,Volts,NTU,Sat,mg/l,Volts,%Left
,,,,,,,,,
7/7/14,19:22:37,10.91,172,-2.1951,0.4,0,0,0.009,79
7/7/14,19:52:37,10.92,172,-2.1929,0.4,0,0,0.0092,74
7/7/14,20:22:37,10.93,173,-2.1937,0.4,0,0,0.0098,76
7/7/14,20:52:37,10.93,173,-2.1949,0.7,0,0,0.0094,81
7/7/14,21:22:37,10.94,173,-2.1937,0.7,0,0,0.0096,76
7/7/14,21:52:37,10.94,174,-2.1892,0.7,0,0,0.009,74
7/7/14,22:22:37,10.92,174,-2.1945,0.2,0,0,0.0083,74
7/7/14,22:52:37,10.92,174,-2.1945,0.3,0,0,0.0087,77
7/7/14,23:22:37,10.92,174,-2.1952,0.4,0,0,0.0084,74
7/7/14,23:52:37,10.91,174,-2.194,0.4,0,0,0.0082,74
7/8/14,0:22:37,10.9,174,-2.1948,0.6,0,0,0.0092,76
7/8/14,0:52:37,10.89,174,-2.1949,0.1,0,0,0.0085,72
7/8/14,1:22:37,10.88,175,-2.1942,0,0,0,0.0088,76
7/8/14,1:52:37,10.86,174,-2.1946,0,0,0,0.0094,81
7/8/14,2:22:37,10.84,174,-2.1951,0.1,0,0,0.0094,74
7/8/14,2:52:37,10.84,174,-2.1944,0,0,0,0.0082,79
7/8/14,3:22:37,10.82,175,-2.195,0,0,0,0.009,77
7/8/14,3:52:37,10.82,175,-2.1946,0,0,0,0.0088,79
7/8/14,4:22:37,10.82,175,-2.1952,0,0,0,0.0083,79
7/8/14,4:52:37,10.82,175,-2.195,0,0,0,0.0079,77
7/8/14,5:22:37,10.81,175,-2.1955,0,0,0,0.0081,74
7/8/14,5:52:37,10.82,176,-2.1948,0,0,0,0.0092,79
7/8/14,6:22:37,10.82,175,-2.1948,0,0,0,0.009,82
7/8/14,6:52:37,10.82,175,-2.1944,0,0,0,0.0098,82
7/8/14,7:22:37,10.82,175,-2.1935,0,0,0,0.0089,72
7/8/14,7:52:37,10.82,175,-2.1968,0,0,0,0.0088,72
7/8/14,8:22:37,10.82,175,-2.1958,0,0,0,0.0092,76
7/8/14,8:52:37,10.82,175,-2.1952,0,0,0,0.0081,72
7/8/14,9:22:37,10.83,174,-2.192,0,0,0,0.0093,74
7/8/14,9:52:37,10.86,174,-2.1952,0,0,0,0.0076,69
7/8/14,10:22:37,10.88,174,-2.1946,0,0,0,0.0086,72
7/8/14,10:52:37,10.89,173,-2.1954,0,0,0,0.0082,71
7/8/14,11:22:37,10.93,173,-2.195,0,0,0,0.009,72
7/8/14,11:52:37,10.92,172,-2.1951,0,0,0,0.0094,79
7/8/14,12:22:37,10.98,173,-2.1956,0,0,0,0.0108,79
7/8/14,12:52:37,11.02,173,-2.1959,0,0,0,0.009,79
7/8/14,13:22:37,11.06,173,-2.1948,0,0,0,0.0097,79
7/8/14,13:52:37,11.09,174,-2.1947,0,0,0,0.0081,79
7/8/14,14:22:37,11.15,174,-2.1955,0,0,0,0.0092,79
7/8/14,14:52:37,11.15,175,-2.1952,0,0,0,0.0078,79
7/8/14,15:22:37,11.15,175,-2.1954,0,0,0,0.0096,79
7/8/14,15:52:37,11.32,173,-2.1954,0,0,0,0.0074,71
7/8/14,16:22:37,11.35,173,-2.1955,0,0,0,0.0094,74
7/8/14,16:52:37,11.35,173,-2.1947,0,0,0,0.0032,69
7/8/14,17:22:37,11.3,172,-2.1949,0,0,0,0.0088,66
7/8/14,17:52:37,11.33,172,-2.1957,0,0,0,0.0082,69
7/8/14,18:22:37,11.32,172,-2.1951,0,0,0,0.0086,74
7/8/14,18:52:37,11.32,172,-2.1945,0,0,0,0.0093,60
7/8/14,19:22:37,11.33,172,-2.1948,0,0,0,0.0099,66
7/8/14,19:52:37,11.34,171,-2.1964,0,0,0,0.0095,61
7/8/14,20:22:37,11.35,171,-2.1956,0,0,0,0.0086,61
7/8/14,20:52:37,11.34,171,-2.1954,0,0,0,0.009,66
7/8/14,21:22:37,11.34,171,-2.1957,0,0,0,0.0089,66
7/8/14,21:52:37,11.34,170,-2.1953,0,0,0,0.0088,63
7/8/14,22:22:37,11.33,170,-2.1944,0,0,0,0.0099,61
7/8/14,22:52:37,11.33,170,-2.1935,0,0,0,0.0087,60
7/8/14,23:22:37,11.3,170,-2.1951,0,0,0,0.0088,61
7/8/14,23:52:37,11.28,170,-2.1964,0,0,0,0.0092,64
7/9/14,0:22:37,11.28,170,-2.1951,0,0,0,0.0093,68
7/9/14,0:52:37,11.26,169,-2.1948,0.1,0,0,0.009,66
7/9/14,1:22:37,11.24,169,-2.1945,0,0,0,0.0086,66
7/9/14,1:52:37,11.23,169,-2.193,0,0,0,0.0092,71
7/9/14,2:22:37,11.21,169,-2.1951,0,0,0,0.0099,71
7/9/14,2:52:37,11.2,169,-2.1949,0,0,0,0.0089,69
7/9/14,3:22:37,11.2,170,-2.1959,0,0,0,0.0089,69
7/9/14,3:52:37,11.21,171,-2.1959,0,0,0,0.0157,71
7/9/14,4:22:37,11.22,170,-2.1961,0,0,0,0.0089,69
7/9/14,4:52:37,11.22,170,-2.1948,0,0,0,0.0096,69
7/9/14,5:22:37,11.2,172,-2.1959,0,0,0,0.0092,69
7/9/14,5:52:37,11.2,171,-2.1957,0,0,0,0.0098,69
7/9/14,6:22:37,11.2,171,-2.1944,0,0,0,0.0107,69
7/9/14,6:52:37,11.22,172,-2.1954,0,0,0,0.0099,68
7/9/14,7:22:37,11.22,171,-2.1954,0,0,0,0.0094,69
7/9/14,7:52:37,11.26,171,-2.1947,0,0,0,0.0092,68
7/9/14,8:22:37,11.27,171,-2.1962,0,0,0,0.0096,68
7/9/14,8:52:37,11.29,171,-2.196,0,0,0,0.0096,68
7/9/14,9:22:37,11.29,170,-2.1954,0,0,0,0.0091,69
7/9/14,9:52:37,11.31,171,-2.1964,0,0,0,0.0081,68
7/9/14,10:22:37,11.32,171,-2.1954,0,0,0,0.0079,68
7/9/14,10:52:37,11.36,171,-2.1958,0,0,0,0.0074,68
7/9/14,11:22:37,11.39,171,-2.1958,0,0,0,0.0089,68
7/9/14,11:52:37,11.42,171,-2.196,0,0,0,0.0074,68
7/9/14,12:22:37,11.44,171,-2.1961,0,0,0,0.0075,68
7/9/14,12:52:37,11.47,171,-2.1957,0,0,0,0.0084,68
7/9/14,13:22:37,11.53,171,-2.1952,0,0,0,0.0069,66
7/9/14,13:52:37,11.61,171,-2.195,0,0,0,0.0074,66
7/9/14,14:22:37,11.62,169,-2.196,0,0,0,0.008,66
7/9/14,14:52:37,11.62,169,-2.1924,0,0,0,0.009,66
7/9/14,15:22:37,11.62,168,-2.1954,0,0,0,0.0077,66
7/9/14,15:52:37,11.56,166,-2.1942,0,0,0,0.0073,58
7/9/14,16:22:37,12.08,165,-2.1947,0,0,0,0.0034,60
7/9/14,16:52:37,11.99,164,-2.1948,0,0,0,0.0082,57
7/9/14,17:22:37,12.39,167,-2.1948,0,0,0,0.0068,57
7/9/14,17:52:37,12.14,165,-2.194,0,0,0,0.0084,52
7/9/14,18:22:37,12.19,166,-2.1953,0,0,0,0.0072,47
7/9/14,18:52:37,12.2,166,-2.1945,0,0,0,0.0077,58
7/9/14,19:22:37,12.19,165,-2.1952,0,0,0,0.0077,61
7/9/14,19:52:37,12.18,165,-2.1954,0,0,0,0.0076,60
7/9/14,20:22:37,12.16,165,-2.1948,0,0,0,0.0077,61
7/9/14,20:52:37,12.14,165,-2.1952,0,0,0,0.0087,60
7/9/14,21:22:37,12.12,165,-2.1943,0,0,0,0.0079,55
7/9/14,21:52:37,12.08,165,-2.1954,0,0,0,0.0079,55
7/9/14,22:22:37,12.04,164,-2.1952,0,0,0,0.0072,63
7/9/14,22:52:37,12.01,164,-2.1953,0,0,0,0.0077,61
7/9/14,23:22:37,11.99,164,-2.1952,0,0,0,0.0079,64
7/9/14,23:52:37,11.96,164,-2.1953,0,0,0,0.0073,61
7/10/14,0:22:37,11.9,163,-2.1951,0,0,0,0.008,60
7/10/14,0:52:37,11.88,163,-2.1957,0,0,0,0.0075,61
7/10/14,1:22:37,11.87,164,-2.1948,0,0,0,0.0084,60
7/10/14,1:52:37,11.84,164,-2.1953,0,0,0,0.0079,57
7/10/14,2:22:37,11.83,164,-2.1952,0,0,0,0.0082,57
7/10/14,2:52:37,11.82,164,-2.1952,0,0,0,0.0082,58
7/10/14,3:22:37,11.82,165,-2.1951,0,0,0,0.0076,55
7/10/14,3:52:37,11.83,165,-2.1951,0,0,0,0.0082,52
7/10/14,4:22:37,11.84,165,-2.1906,0,0,0,0.0077,55
7/10/14,4:52:37,11.84,166,-2.1959,0,0,0,0.0075,58
7/10/14,5:22:37,11.85,166,-2.1965,0,0,0,0.0077,57
7/10/14,5:52:37,11.85,166,-2.1949,0,0,0,0.0079,55
7/10/14,6:22:37,11.83,167,-2.1966,0,0,0,0.0075,50
7/10/14,6:52:37,11.76,166,-2.1957,0,0,0,0.0084,57
7/10/14,7:22:37,11.69,164,-2.1938,0.4,0,0,0.0086,54
7/10/14,7:52:37,11.7,164,-2.1951,0.1,0,0,0.0083,50
7/10/14,8:22:37,11.69,162,-2.197,0,0,0,0.0077,51
7/10/14,8:52:37,11.71,163,-2.195,0,0,0,0.0075,52
7/10/14,9:22:37,11.73,163,-2.1951,0,0,0,0.0081,60
7/10/14,9:52:37,11.73,163,-2.1977,0,0,0,0.0088,58
7/10/14,10:22:37,11.75,163,-2.1945,0,0,0,0.0083,55
7/10/14,10:52:37,11.72,162,-2.1934,0.3,0,0,0.0086,60
7/10/14,11:22:37,11.71,160,-2.1931,0.9,0,0,0.0078,50
7/10/14,11:52:37,11.73,160,-2.1948,0.3,0,0,0.0076,52
7/10/14,12:22:37,11.79,160,-2.197,0,0,0,0.0073,60
7/10/14,12:52:37,11.88,157,-2.1953,0,0,0,0.0081,54
7/10/14,13:22:37,12.03,160,-2.1939,0,0,0,0.0144,54
7/10/14,13:52:37,12.15,161,-2.1949,0,0,0,0.0054,57
7/10/14,14:22:37,12.19,161,-2.195,0,0,0,0.0096,51
7/10/14,14:52:37,12.26,161,-2.1948,0,0,0,0.0055,55
7/10/14,15:22:37,12.37,161,-2.1929,0,0,0,0.0077,54
7/10/14,15:52:37,12.41,162,-2.1953,0,0,0,0.0056,50
7/10/14,16:22:37,12.42,160,-2.1955,0,0,0,0.0075,61
7/10/14,16:52:37,12.46,160,-2.1955,0,0,0,0.0074,64
7/10/14,17:22:37,12.36,156,-2.1948,0,0,0,0.0072,50
7/10/14,17:52:37,12.48,159,-2.1945,0,0,0,0.0149,51
7/10/14,18:22:37,12.58,161,-2.1956,0,0,0,0.0071,55
7/10/14,18:52:37,12.67,163,-2.1956,0,0,0,0.0076,52
7/10/14,19:22:37,12.6,160,-2.1934,0,0,0,0.0071,57
7/10/14,19:52:37,12.55,159,-2.1948,0,0,0,0.0069,51
7/10/14,20:22:37,12.55,159,-2.1953,0,0,0,0.0066,54
7/10/14,20:52:37,12.55,159,-2.1961,0,0,0,0.0069,54
7/10/14,21:22:37,12.55,160,-2.197,0,0,0,0.007,57
7/10/14,21:52:37,12.55,160,-2.1958,0,0,0,0.0071,50
7/10/14,22:22:37,12.55,160,-2.1951,0,0,0,0.0071,55
7/10/14,22:52:37,12.55,161,-2.196,0,0,0,0.0064,57
7/10/14,23:22:37,12.56,162,-2.1954,0,0,0,0.0071,54
7/10/14,23:52:37,12.59,163,-2.1956,0,0,0,0.0075,58
7/11/14,0:22:37,12.62,165,-2.1958,0,0,0,0.0077,63
7/11/14,0:52:37,12.64,166,-2.1964,0,0,0,0.007,61
7/11/14,1:22:37,12.68,168,-2.196,0,0,0,0.0073,58
7/11/14,1:52:37,12.66,168,-2.196,0,0,0,0.0075,54
7/11/14,2:22:37,12.66,168,-2.1952,0,0,0,0.0074,50
7/11/14,2:52:37,12.66,170,-2.1963,0,0,0,0.0085,55
7/11/14,3:22:37,12.66,171,-2.1943,0,0,0,0.0079,52
7/11/14,3:52:37,12.63,170,-2.198,0,0,0,0.0079,61
7/11/14,4:22:37,12.59,170,-2.1969,0,0,0,0.0082,52
7/11/14,4:52:37,12.57,170,-2.1969,0,0,0,0.0076,57
7/11/14,5:22:37,12.56,170,-2.1954,0,0,0,0.0069,54
7/11/14,5:52:37,12.56,171,-2.1966,0,0,0,0.0071,55
7/11/14,6:22:37,12.54,171,-2.1964,0,0,0,0.0077,58
7/11/14,6:52:37,12.51,170,-2.197,0,0,0,0.0078,61
7/11/14,7:22:37,12.48,170,-2.196,0,0,0,0.0073,50
7/11/14,7:52:37,12.44,169,-2.1963,0,0,0,0.0077,55
7/11/14,8:22:37,12.4,168,-2.1954,0,0,0,0.0085,54
7/11/14,8:52:37,12.35,166,-2.1959,0,0,0,0.0093,54
7/11/14,9:22:37,12.32,165,-2.1965,0,0,0,0.0081,57
7/11/14,9:52:37,12.28,164,-2.1958,0,0,0,0.0074,54
7/11/14,10:22:37,12.25,163,-2.1954,0,0,0,0.0076,41
7/11/14,10:52:37,12.23,162,-2.1954,0,0,0,0.0076,50
7/11/14,11:22:37,12.24,163,-2.1937,0,0,0,0.0085,44
7/11/14,11:52:37,12.21,162,-2.1942,0,0,0,0.0077,54
7/11/14,12:22:37,12.18,162,-2.1934,0,0,0,0.0088,51
7/11/14,12:52:37,12.19,162,-2.1957,0,0,0,0.0093,50
7/11/14,13:22:37,12.22,163,-2.1939,0.7,0,0,0.0109,55
7/11/14,13:52:37,12.25,164,-2.1884,1.7,0,0,0.0135,52
7/11/14,14:22:37,12.27,163,-2.1875,3.1,0,0,0.0125,54
7/11/14,14:52:37,12.32,163,-2.1825,9.1,0,0,0.0126,48
7/11/14,15:22:37,12.38,163,-2.1906,2.1,0,0,0.0103,47
7/11/14,15:52:37,12.46,163,-2.1925,3.2,0,0,0.0108,50
7/11/14,16:22:37,12.5,163,-2.1927,1.8,0,0,0.0083,52
7/11/14,16:52:37,12.53,163,-2.1885,3,0,0,0.0277,55
7/11/14,17:22:37,12.59,163,-2.1926,2.5,0,0,0.0134,51
7/11/14,17:52:37,12.63,164,-2.1919,1.9,0,0,0.0099,44
7/11/14,18:22:37,12.66,164,-2.1903,2.1,0,0,0.0098,45
7/11/14,18:52:37,12.67,164,-2.1884,2,0,0,0.0124,45
7/11/14,19:22:37,12.68,164,-2.1954,0.4,0,0,0.0097,33
7/11/14,19:52:37,12.68,163,-2.1945,0.6,0,0,0.0122,42
7/11/14,20:22:37,12.67,164,-2.1912,1.1,0,0,0.0107,44
7/11/14,20:52:37,12.66,164,-2.1942,0.4,0,0,0.0102,40
7/11/14,21:22:37,12.65,164,-2.1946,0.1,0,0,0.0106,45
7/11/14,21:52:37,12.65,164,-2.1941,0.1,0,0,0.0099,47
7/11/14,22:22:37,12.65,163,-2.1948,0,0,0,0.0103,44
7/11/14,22:52:37,12.65,163,-2.1945,0,0,0,0.0092,48
7/11/14,23:22:37,12.61,164,-2.1946,0,0,0,0.0088,50
7/11/14,23:52:37,12.59,166,-2.1963,0,0,0,0.01,50
7/12/14,0:22:37,12.57,167,-2.1958,0,0,0,0.0096,51
7/12/14,0:52:37,12.54,169,-2.1944,0.2,0,0,0.0094,47
7/12/14,1:22:37,12.53,169,-2.1951,0,0,0,0.0106,42
7/12/14,1:52:37,12.52,169,-2.1849,7.2,0,0,0.0099,47
7/12/14,2:22:37,12.49,169,-2.195,0,0,0,0.0098,50
7/12/14,2:52:37,12.48,168,-2.1946,0,0,0,0.0097,44
7/12/14,3:22:37,12.46,165,-2.1952,0,0,0,0.0094,47
7/12/14,3:52:37,12.45,164,-2.1951,0,0,0,0.0097,44
7/12/14,4:22:37,12.45,164,-2.1947,0,0,0,0.0091,50
7/12/14,4:52:37,12.44,164,-2.1951,0,0,0,0.0101,50
7/12/14,5:22:37,12.42,164,-2.195,0,0,0,0.0101,45
7/12/14,5:52:37,12.39,164,-2.1948,0,0,0,0.0089,47
7/12/14,6:22:37,12.4,167,-2.1958,0,0,0,0.009,45
7/12/14,6:52:37,12.39,167,-2.1948,0,0,0,0.0102,40
7/12/14,7:22:37,12.4,167,-2.194,0,0,0,0.0092,36
7/12/14,7:52:37,12.41,167,-2.1939,0,0,0,0.0096,41
7/12/14,8:22:37,12.42,166,-2.194,0,0,0,0.0094,44
7/12/14,8:52:37,12.43,166,-2.1948,0,0,0,0.0096,44
7/12/14,9:22:37,12.43,167,-2.1951,0,0,0,0.011,41
7/12/14,9:52:37,12.45,166,-2.1948,0,0,0,0.0104,41
7/12/14,10:22:37,12.46,166,-2.1948,0,0,0,0.0099,47
7/12/14,10:52:37,12.47,167,-2.1939,0,0,0,0.0104,42
7/12/14,11:22:37,12.49,167,-2.1941,0,0,0,0.0104,44
7/12/14,11:52:37,12.5,167,-2.1947,0,0,0,0.0112,45
7/12/14,12:22:37,12.56,167,-2.1934,0,0,0,0.0098,45
7/12/14,12:52:37,12.63,167,-2.1944,0,0,0,0.0104,47
7/12/14,13:22:37,12.7,167,-2.1947,0.1,0,0,0.0111,45
7/12/14,13:52:37,12.74,167,-2.1948,0,0,0,0.01,47
7/12/14,14:22:37,12.81,167,-2.1941,0.1,0,0,0.0057,44
7/12/14,14:52:37,12.82,166,-2.1951,0,0,0,0.0063,41
7/12/14,15:22:37,12.89,167,-2.196,0,0,0,0.0443,50
7/12/14,15:52:37,12.91,166,-2.1945,0,0,0,0.0117,42
7/12/14,16:22:37,12.96,166,-2.1951,0,0,0,0.0143,42
7/12/14,16:52:37,13.06,166,-2.1951,0,0,0,0.0022,47
7/12/14,17:22:37,13.14,166,-2.1956,0,0,0,0.0018,44
7/12/14,17:52:37,13.2,165,-2.1955,0,0,0,0.0099,44
7/12/14,18:22:37,13.18,165,-2.1957,0,0,0,0.0086,37
7/12/14,18:52:37,13.21,165,-2.1967,0,0,0,0.0095,45
7/12/14,19:22:37,13.21,165,-2.1951,0,0,0,0.0088,44
7/12/14,19:52:37,13.24,165,-2.1954,0,0,0,0.0093,44
7/12/14,20:22:37,13.24,164,-2.1953,0,0,0,0.0098,44
7/12/14,20:52:37,13.18,165,-2.1955,0,0,0,0.0096,42
7/12/14,21:22:37,13.14,165,-2.1958,0,0,0,0.0086,52
7/12/14,21:52:37,13.1,165,-2.1954,0,0,0,0.01,52
7/12/14,22:22:37,13.1,165,-2.1958,0,0,0,0.0089,52
7/12/14,22:52:37,13.1,165,-2.1959,0,0,0,0.0089,52
7/12/14,23:22:37,13.1,165,-2.1951,0,0,0,0.0099,52
7/12/14,23:52:37,13.11,165,-2.1955,0,0,0,0.0093,52
7/13/14,0:22:37,13.1,165,-2.1959,0,0,0,0.0092,51
7/13/14,0:52:37,13.1,165,-2.1961,0,0,0,0.0094,51
7/13/14,1:22:37,13.11,165,-2.1953,0,0,0,0.0099,48
7/13/14,1:52:37,13.1,165,-2.1953,0,0,0,0.0099,45
7/13/14,2:22:37,13.11,165,-2.1947,0,0,0,0.0085,51
7/13/14,2:52:37,13.12,166,-2.1958,0,0,0,0.0098,51
7/13/14,3:22:37,13.08,165,-2.1955,0,0,0,0.0097,44
7/13/14,3:52:37,13.05,166,-2.1952,0,0,0,0.0098,45
7/13/14,4:22:37,13.05,167,-2.1954,0,0,0,0.0097,51
7/13/14,4:52:37,13.04,167,-2.1957,0,0,0,0.0099,51
7/13/14,5:22:37,13,167,-2.1956,0,0,0,0.01,48
7/13/14,5:52:37,12.94,168,-2.1951,0,0,0,0.0106,47
7/13/14,6:22:37,12.92,168,-2.1951,0,0,0,0.0108,44
7/13/14,6:52:37,12.93,169,-2.1951,0,0,0,0.0113,47
7/13/14,7:22:37,12.97,169,-2.1952,0,0,0,0.0108,50
7/13/14,7:52:37,13.02,170,-2.1946,0,0,0,0.0122,50
7/13/14,8:22:37,13.07,170,-2.1949,0,0,0,0.0121,50
7/13/14,8:52:37,13.11,170,-2.1942,0,0,0,0.0117,50
7/13/14,9:22:37,13.14,170,-2.1936,0,0,0,0.0126,50
7/13/14,9:52:37,13.21,170,-2.1943,0.1,0,0,0.0121,51
7/13/14,10:22:37,13.21,171,-2.1934,0.3,0,0,0.0133,50
7/13/14,10:52:37,13.18,171,-2.1906,0.8,0,0,0.0127,50
7/13/14,11:22:37,13.27,171,-2.1893,0.5,0,0,0.0119,50
7/13/14,11:52:37,13.36,171,-2.1923,0.4,0,0,0.0118,44
7/13/14,12:22:37,13.4,171,-2.1944,0.7,0,0,0.0111,45
7/13/14,12:52:37,13.41,171,-2.1944,0,0,0,0.0111,50
7/13/14,13:22:37,13.44,171,-2.1932,0.3,0,0,0.0112,50
7/13/14,13:52:37,13.39,170,-2.1928,0.8,0,0,0.0113,40
7/13/14,14:22:37,13.42,170,-2.1951,0.3,0,0,0.0107,41
7/13/14,14:52:37,13.45,170,-2.1908,1.1,0,0,0.0121,38
7/13/14,15:22:37,13.48,170,-2.1951,0.4,0,0,0.0114,34
7/13/14,15:52:37,13.5,170,-2.1947,0.4,0,0,0.0127,38
7/13/14,16:22:37,13.54,170,-2.1958,0.2,0,0,0.0101,33
7/13/14,16:52:37,13.62,170,-2.1954,0,0,0,0.0113,41
7/13/14,17:22:37,13.62,170,-2.1945,0.4,0,0,0.011,37
7/13/14,17:52:37,13.65,170,-2.1939,0.5,0,0,0.0113,42
7/13/14,18:22:37,13.67,170,-2.1934,1,0,0,0.0111,45
7/13/14,18:52:37,13.66,170,-2.1944,0.7,0,0,0.0122,50
7/13/14,19:22:37,13.66,170,-2.1939,1.1,0,0,0.0134,44
7/13/14,19:52:37,13.66,170,-2.1932,0.7,0,0,0.0125,37
7/13/14,20:22:37,13.65,170,-2.1931,0.8,0,0,0.0111,36
7/13/14,20:52:37,13.64,169,-2.1923,1.3,0,0,0.0112,34
7/13/14,21:22:37,13.62,169,-2.193,0.8,0,0,0.011,40
7/13/14,21:52:37,13.6,169,-2.1931,0.9,0,0,0.0104,37
7/13/14,22:22:37,13.59,168,-2.1935,1.1,0,0,0.0112,32
7/13/14,22:52:37,13.56,168,-2.1948,0.5,0,0,0.0108,33
7/13/14,23:22:37,13.55,168,-2.1936,1.3,0,0,0.011,41
7/13/14,23:52:37,13.54,168,-2.1966,0.9,0,0,0.0118,38
7/14/14,0:22:37,13.52,168,-2.198,1,0,0,0.0106,38
7/14/14,0:52:37,13.5,168,-2.1949,1.7,0,0,0.0106,37
7/14/14,1:22:37,13.49,168,-2.1929,0.7,0,0,0.0115,37
7/14/14,1:52:37,13.48,168,-2.1906,1.1,0,0,0.0116,40
7/14/14,2:22:37,13.47,168,-2.1899,1.2,0,0,0.0119,41
7/14/14,2:52:37,13.46,168,-2.1927,0.9,0,0,0.0116,36
7/14/14,3:22:37,13.45,168,-2.1932,1.8,0,0,0.0115,44
7/14/14,3:52:37,13.43,168,-2.1933,0.8,0,0,0.0104,36
7/14/14,4:22:37,13.43,168,-2.1923,1,0,0,0.011,33
7/14/14,4:52:37,13.4,168,-2.1925,1.3,0,0,0.0105,34
7/14/14,5:22:37,13.37,168,-2.1935,0.2,0,0,0.011,37
7/14/14,5:52:37,13.38,168,-2.1961,0.8,0,0,0.0106,33
7/14/14,6:22:37,13.36,168,-2.1935,0.5,0,0,0.0108,42
7/14/14,6:52:37,13.36,168,-2.1908,0.8,0,0,0.0101,47
7/14/14,7:22:37,13.38,168,-2.1944,0,0,0,0.0125,48
7/14/14,7:52:37,13.39,168,-2.196,0.6,0,0,0.0118,45
7/14/14,8:22:37,13.42,168,-2.1968,0,0,0,0.0104,41
7/14/14,8:52:37,13.44,168,-2.1918,2,0,0,0.0114,41
7/14/14,9:22:37,13.44,168,-2.1946,0.6,0,0,0.0107,38
7/14/14,9:52:37,13.47,168,-2.1942,0,0,0,0.0083,44
7/14/14,10:22:37,13.48,168,-2.1933,0.2,0,0,0.0112,38
7/14/14,10:52:37,13.53,168,-2.1945,0.6,0,0,0.0111,40
7/14/14,11:22:37,13.59,168,-2.1953,0.2,0,0,0.0096,40
7/14/14,11:52:37,13.62,168,-2.194,0,0,0,0.0113,42
7/14/14,12:22:37,13.66,168,-2.1905,0.6,0,0,0.0115,36
7/14/14,12:52:37,13.7,167,-2.193,0.2,0,0,0.0115,41
7/14/14,13:22:37,13.73,168,-2.1951,0.3,0,0,0.0094,38
7/14/14,13:52:37,13.75,168,-2.1926,0.1,0,0,0.0106,30
7/14/14,14:22:37,13.82,168,-2.1941,0.8,0,0,0.0122,28
7/14/14,14:52:37,13.91,168,-2.1946,0,0,0,0.0122,38
7/14/14,15:22:37,13.96,168,-2.1932,0.8,0,0,0.0157,30
7/14/14,15:52:37,14.02,168,-2.1941,0.2,0,0,0.0106,38
7/14/14,16:22:37,14.02,168,-2.1937,0.4,0,0,0.0121,32
7/14/14,16:52:37,14.01,167,-2.1946,0.1,0,0,0.0116,38
7/14/14,17:22:37,14.01,168,-2.1936,0.5,0,0,0.0117,38
7/14/14,17:52:37,14.01,168,-2.1938,0.6,0,0,0.0102,32
7/14/14,18:22:37,14.01,168,-2.1943,0.5,0,0,0.0121,37
7/14/14,18:52:37,14.04,168,-2.1941,0.3,0,0,0.0114,30
7/14/14,19:22:37,14.07,168,-2.1935,0.3,0,0,0.0103,34
7/14/14,19:52:37,14.07,167,-2.1942,0.2,0,0,0.0113,37
7/14/14,20:22:37,14.06,168,-2.1936,0.2,0,0,0.0105,38
7/14/14,20:52:37,14.06,167,-2.1948,0.2,0,0,0.0099,38
7/14/14,21:22:37,14.06,167,-2.1945,0.3,0,0,0.0117,36
7/14/14,21:52:37,14.04,168,-2.1935,0.2,0,0,0.0106,34
7/14/14,22:22:37,14.03,167,-2.1936,0.4,0,0,0.0114,38
7/14/14,22:52:37,14.03,167,-2.1945,0,0,0,0.0113,50
7/14/14,23:22:37,14.01,167,-2.1958,0,0,0,0.0113,48
7/14/14,23:52:37,13.99,167,-2.1942,0,0,0,0.0107,48
7/15/14,0:22:37,13.99,167,-2.1947,0,0,0,0.011,48
7/15/14,0:52:37,13.99,167,-2.1945,0,0,0,0.0109,48
7/15/14,1:22:37,13.97,167,-2.1953,0,0,0,0.0117,48
7/15/14,1:52:37,13.96,167,-2.1945,0.1,0,0,0.0106,47
7/15/14,2:22:37,13.96,167,-2.1944,0.2,0,0,0.0103,47
7/15/14,2:52:37,13.94,167,-2.1948,0,0,0,0.011,47
7/15/14,3:22:37,13.93,167,-2.1949,0,0,0,0.0104,47
7/15/14,3:52:37,13.93,166,-2.1932,0,0,0,0.0111,47
7/15/14,4:22:37,13.91,167,-2.194,0.3,0,0,0.01,47
7/15/14,4:52:37,13.89,167,-2.1922,0.9,0,0,0.01,40
7/15/14,5:22:37,13.88,167,-2.1928,0.4,0,0,0.0102,44
7/15/14,5:52:37,13.85,167,-2.1936,0.3,0,0,0.0103,38
7/15/14,6:22:37,13.85,167,-2.1929,0.1,0,0,0.0105,40
7/15/14,6:52:37,13.84,167,-2.1943,0.2,0,0,0.0102,34
7/15/14,7:22:37,13.84,167,-2.194,0,0,0,0.0119,37
